candidate,source,tick,channel,side,qp_contact_gain,mj_contact_gain,mj_actuator_gain,mj_mass_times_qacc_gain,mj_other_gain,mj_wheel_qacc_gain
D,own,121,native_common,left,-1.6545098624476395e-12,-1.4756251776049112e-12,1.9095489078857497e-12,-4.3527807037690764e-13,-8.692018006577461e-13,-1.2703083029919071e-09
D,own,121,native_common,right,-1.653122083666858e-12,-1.4708373408112152e-12,1.906148849872835e-12,-4.36353500494862e-13,-8.716650095564818e-13,-1.2735412724396156e-09
D,own,121,native_differential,left,3.56700780024255e-12,3.2182589926321725e-12,-3.852786145674969e-12,6.340662100580471e-13,1.2685933631008436e-12,1.6957812931650551e-09
D,own,121,native_differential,right,-3.521904989867153e-12,-3.1608049511078207e-12,3.802444470402122e-12,-6.430403805599321e-13,-1.2846798998542333e-12,-1.73006498016548e-09
D,own,124,xi_common,left,-0.0024449272308241232,-0.0023346556209072333,0.0024450009794424465,-0.00011034535853378575,-0.00022069071706899875,-0.2585733527311618
D,own,124,xi_common,right,-0.002142190606360672,-0.0020496929766369854,0.0021288399951288617,-7.914701847339372e-05,-0.00015829403696527005,-0.2560882076252824
D,own,124,xi_differential,left,0.03144940876627089,0.029983882671104356,-0.03284928956124311,0.0028654068901382956,0.005730813780277053,3.8918191714913064
D,own,124,xi_differential,right,-0.03123910785407802,-0.03096591017057032,0.0326256477618303,-0.0016597375912662134,-0.003319475182526191,-1.0878979709559644
D,own,124,native_common,left,2.728373083016322e-13,2.373795604526663e-13,-4.767020111984266e-14,-1.898126708784007e-13,-3.795220302112243e-13,-6.250644446481601e-10
D,own,124,native_common,right,-5.531408664438686e-12,-4.343747583845925e-12,5.750747100741194e-12,-1.407414773471947e-12,-2.814414290367216e-12,-4.073399395565502e-09
D,own,124,native_differential,left,4.4046710723222304e-12,3.752276267476873e-12,-4.692496391456302e-12,9.398413145305603e-13,1.8800614385099895e-12,2.5414692572667263e-09
D,own,124,native_differential,right,-3.857886232694341e-12,-3.3918007291688923e-12,4.152164723159046e-12,-7.605098782090911e-13,-1.5208738721992452e-12,-2.034070689660439e-09
