candidate,source,tick,task,enabled,side,desired,realized_qp,raw_residual,normalized_residual,weighted_squared_cost,gradient_norm,reported_task_cost,wrench_task_cost,contact_task_cost,slack_task_cost,base_task_information,active_torque,active_contact,active_acceleration
C,own,84,xi,True,1,0.539417687839875,0.5394178595587114,1.7171883637256968e-07,1.7171883637256968e-07,2.948735876514936e-14,8.87998341605714e-08,7.208110399871386e-14,5.737089858917819e-08,7.803752314368822e-10,5.737089858649447e-08,unavailable_in_minimal_profile,0,0,0
C,own,84,native,False,0,0.0,-4.493143424941135,-4.493143424941135,-0.22465717124705673,0.05047084459272937,0.016328010966017856,0.0,5.737089858917819e-08,7.803752314368822e-10,5.737089858649447e-08,unavailable_in_minimal_profile,0,0,0
C,own,84,native,False,1,0.0,-4.740073090146623,-4.740073090146623,-0.23700365450733116,0.056170732249830393,0.016328010966017856,0.0,5.737089858917819e-08,7.803752314368822e-10,5.737089858649447e-08,unavailable_in_minimal_profile,0,0,0
C,own,94,xi,True,0,1.3978391238203969,1.3978389563997424,-1.6742065445107812e-07,-1.6742065445107812e-07,2.8029675536827306e-14,6.083229386387236e-08,3.339782793754382e-14,3.7433519834863445e-08,6.373360105897575e-10,3.743351982307596e-08,unavailable_in_minimal_profile,0,0,0
C,own,94,xi,True,1,1.508026917561045,1.5080269908287214,7.326767637039211e-08,7.326767637039211e-08,5.368152400716514e-15,6.083229386387236e-08,3.339782793754382e-14,3.7433519834863445e-08,6.373360105897575e-10,3.743351982307596e-08,unavailable_in_minimal_profile,0,0,0
C,own,94,native,False,0,0.0,-10.686634084822586,-10.686634084822586,-0.5343317042411293,0.2855103701572297,0.03959647512272167,0.0,3.7433519834863445e-08,6.373360105897575e-10,3.743351982307596e-08,unavailable_in_minimal_profile,0,0,0
C,own,94,native,False,1,0.0,-11.690029370373658,-11.690029370373658,-0.5845014685186829,0.34164196670049685,0.03959647512272167,0.0,3.7433519834863445e-08,6.373360105897575e-10,3.743351982307596e-08,unavailable_in_minimal_profile,0,0,0
C,own,98,xi,True,0,2.0970967932639493,2.0970966485928324,-1.4467111686400358e-07,-1.4467111686400358e-07,2.092973205467818e-14,4.858812304332383e-08,2.0964122321015348e-14,2.4282099282616223e-08,6.379118888190908e-10,2.4282098329203474e-08,unavailable_in_minimal_profile,0,0,0
C,own,98,xi,True,1,2.2507280436592847,2.250728049523606,5.864321472870415e-09,5.864321472870415e-09,3.4390266337169035e-17,4.858812304332383e-08,2.0964122321015348e-14,2.4282099282616223e-08,6.379118888190908e-10,2.4282098329203474e-08,unavailable_in_minimal_profile,0,0,0
C,own,98,native,False,0,0.0,-13.802084958345779,-13.802084958345779,-0.690104247917289,0.476243872993487,0.05117957611107443,0.0,2.4282099282616223e-08,6.379118888190908e-10,2.4282098329203474e-08,unavailable_in_minimal_profile,0,0,0
C,own,98,native,False,1,0.0,-15.119467336784286,-15.119467336784286,-0.7559733668392143,0.5714957313702174,0.05117957611107443,0.0,2.4282099282616223e-08,6.379118888190908e-10,2.4282098329203474e-08,unavailable_in_minimal_profile,0,0,0
C,own,102,xi,True,0,2.893371958483005,2.893369881844665,-2.0766383399539734e-06,-2.0766383399539734e-06,4.312426794966794e-12,1.3311332490380566e-06,1.4927865174746886e-11,4.586991254403991e-05,2.7130177251270837e-08,4.586991305180711e-05,unavailable_in_minimal_profile,0,0,0
C,own,102,xi,True,1,3.0473597812530224,3.0473565231188355,-3.258134186889805e-06,-3.258134186889805e-06,1.0615438379780091e-11,1.3311332490380566e-06,1.4927865174746886e-11,4.586991254403991e-05,2.7130177251270837e-08,4.586991305180711e-05,unavailable_in_minimal_profile,0,0,0
C,own,102,native,False,0,0.0,1.5995461604691095,1.5995461604691095,0.07997730802345547,0.006396369798678675,0.006619384616182979,0.0,4.586991254403991e-05,2.7130177251270837e-08,4.586991305180711e-05,unavailable_in_minimal_profile,0,0,0
C,own,102,native,False,1,0.0,2.1099887468994023,2.1099887468994023,0.10549943734497011,0.011130131280105274,0.006619384616182979,0.0,4.586991254403991e-05,2.7130177251270837e-08,4.586991305180711e-05,unavailable_in_minimal_profile,0,0,0
C,own,103,xi,True,0,2.6474552906640576,2.6474522332372223,-3.0574268352623335e-06,-3.0574268352623335e-06,9.347858852982248e-12,2.301059312342176e-06,4.389696042104915e-11,0.00013364619991375164,9.426223306985743e-08,0.00013364620085995886,unavailable_in_minimal_profile,0,0,0
C,own,103,xi,True,1,2.987106853574128,2.987100975725749,-5.877848379132189e-06,-5.877848379132189e-06,3.4549101568066904e-11,2.301059312342176e-06,4.389696042104915e-11,0.00013364619991375164,9.426223306985743e-08,0.00013364620085995886,unavailable_in_minimal_profile,0,0,0
C,own,103,native,False,0,0.0,16.086369642253054,16.086369642253054,0.8043184821126527,0.6469282206680016,0.05479803705693634,0.0,0.00013364619991375164,9.426223306985743e-08,0.00013364620085995886,unavailable_in_minimal_profile,0,0,0
C,own,103,native,False,1,0.0,14.888945233955909,14.888945233955909,0.7444472616977954,0.5542017254493459,0.05479803705693634,0.0,0.00013364619991375164,9.426223306985743e-08,0.00013364620085995886,unavailable_in_minimal_profile,0,0,0
C,own,106,xi,True,0,1.464069325830263,1.464136175881249,6.685005098594488e-05,6.685005098594488e-05,4.468929316823429e-09,3.468144297705901e-05,9.464402568568057e-09,0.000873891481194829,3.2313855625904794e-06,0.0008738914814350744,unavailable_in_minimal_profile,0,1,1
C,own,106,xi,True,1,2.5802684369418256,2.580197758279899,-7.067866192667083e-05,-7.067866192667083e-05,4.995473251744629e-09,3.468144297705901e-05,9.464402568568057e-09,0.000873891481194829,3.2313855625904794e-06,0.0008738914814350744,unavailable_in_minimal_profile,0,1,1
C,own,106,native,False,0,0.0,49.99999968772435,49.99999968772435,2.4999999843862173,6.249999921931087,0.17412455192895868,0.0,0.000873891481194829,3.2313855625904794e-06,0.0008738914814350744,unavailable_in_minimal_profile,0,1,1
C,own,106,native,False,1,0.0,48.48811776859631,48.48811776859631,2.4244058884298156,5.877743911853163,0.17412455192895868,0.0,0.000873891481194829,3.2313855625904794e-06,0.0008738914814350744,unavailable_in_minimal_profile,0,1,1
D,common,0,xi,True,0,0.0,2.1357986444692483e-10,2.1357986444692483e-10,2.1357986444692483e-10,4.5616358497166786e-20,1.4848443472756708e-10,2.0233965889562362e-19,1.5623031943312522e-12,6.636727695722165e-16,1.5623035578991103e-12,unavailable_in_minimal_profile,0,0,0
D,common,0,xi,True,1,0.0,3.958829377460676e-10,3.958829377460676e-10,3.958829377460676e-10,1.5672330039845683e-19,1.4848443472756708e-10,2.0233965889562362e-19,1.5623031943312522e-12,6.636727695722165e-16,1.5623035578991103e-12,unavailable_in_minimal_profile,0,0,0
D,common,0,native,True,0,0.0,1.1681559876344896e-09,1.1681559876344896e-09,5.840779938172448e-11,3.411471028615774e-21,8.75854565824143e-12,3.0684848818999903e-20,1.5623031943312522e-12,6.636727695722165e-16,1.5623035578991103e-12,unavailable_in_minimal_profile,0,0,0
D,common,0,native,True,1,0.0,3.3029306859444772e-09,3.3029306859444772e-09,1.6514653429722385e-10,2.727337779038413e-20,8.75854565824143e-12,3.0684848818999903e-20,1.5623031943312522e-12,6.636727695722165e-16,1.5623035578991103e-12,unavailable_in_minimal_profile,0,0,0
D,common,46,xi,True,0,1.5341863377331277,1.534137137301754,-4.9200431373686015e-05,-4.9200431373686015e-05,2.4206824473567873e-09,2.2823343908806396e-05,4.780768369490618e-09,1.655824396025281e-05,1.4346681119865517e-05,1.6558244009298603e-05,unavailable_in_minimal_profile,0,0,0
D,common,46,xi,True,1,-1.3665108227343814,-1.366462242018844,4.858071553748289e-05,4.858071553748289e-05,2.3600859221338314e-09,2.2823343908806396e-05,4.780768369490618e-09,1.655824396025281e-05,1.4346681119865517e-05,1.6558244009298603e-05,unavailable_in_minimal_profile,0,0,0
D,common,46,native,True,0,-15.612139401091328,-15.613363872709643,-0.0012244716183147375,-6.122358091573688e-05,3.748326860145781e-09,4.2443628073684405e-06,7.205846256229006e-09,1.655824396025281e-05,1.4346681119865517e-05,1.6558244009298603e-05,unavailable_in_minimal_profile,0,0,0
