step,time_s,left_x_m,left_y_m,left_z_m,left_vx_m_s,left_vy_m_s,left_vz_m_s,left_omega_rad_s,left_slip_x_m_s,left_contact_count,left_fx_n,left_fy_n,left_fz_n,left_min_dist_m,right_x_m,right_y_m,right_z_m,right_vx_m_s,right_vy_m_s,right_vz_m_s,right_omega_rad_s,right_slip_x_m_s,right_contact_count,right_fx_n,right_fy_n,right_fz_n,right_min_dist_m
110,0.22200000000000017,-0.002903846121234089,0.13379970536018926,0.049656493842611046,-0.01941277739722018,-1.5702754739415278e-09,0.001326466458860217,-0.3758757149282696,-0.0006189916508066995,3,0.3296843601088565,2.072455836388265e-07,13.136100163645038,-0.00021077643794389922,-0.0036144093915478526,-0.166186716665154,0.04981468686352766,-0.012865761544432263,-1.7782909957198151e-09,0.00034361271546215445,-0.25637481642129983,-4.7020723367270645e-05,2,0.025909535416021923,2.2740336658166882e-07,13.153951129701925,-0.0002121857068730984
111,0.22400000000000017,-0.002941611224681841,0.13379970535766592,0.049659077913931184,-0.018921087536573872,-1.261667650787988e-09,0.0012677809647521107,-0.3632819099959395,-0.0007569920367768955,2,0.4035341733821085,1.6131886937387208e-07,13.085081910322838,-0.00020952644858038966,-0.003640077876301349,-0.16618671666803334,0.049815249104993554,-0.01282720527097648,-1.4396663712217474e-09,0.0003110045824376296,-0.2558686659871446,-3.377197161925048e-05,2,0.019912679258361488,1.8409634860994117e-07,13.155574699860011,-0.00021165769254927191
112,0.22600000000000017,-0.0029781751977643834,0.13379970535562302,0.04966139137686269,-0.018319214160465138,-1.0214489487199594e-09,0.0011332623753225336,-0.3510487497572591,-0.0007667766726021825,2,0.3958828469393927,1.3059777370649783e-07,13.095472301077908,-0.0002084755871884364,-0.003665687042489544,-0.1661867166703644,0.04981575110731731,-0.012797575144807566,-1.1655298979733707e-09,0.0002808296030285547,-0.2555411606661687,-2.0517111499128785e-05,2,0.013926132772545508,1.490379832880251e-07,13.15704316076085,-0.0002111767360357536
113,0.22800000000000017,-0.0030135608077584163,0.13379970535396907,0.04966346518635216,-0.0177287630812402,-8.26976796674076e-10,0.0010142007011137216,-0.3419796049505895,-0.0006297828337107243,3,0.3130146742803288,1.0912825615383426e-07,13.150913506770014,-0.00020759685116140264,-0.003691254721699344,-0.1661867166722516,0.04981619723322163,-0.012776855851794743,-9.43598570018596e-10,0.0002528567868302622,-0.2553921256745729,-7.249568066095002e-06,2,0.007945950827393355,1.2065683963058405e-07,13.158369767122558,-0.00021073855333961222
114,0.23000000000000018,-0.0030480146849635836,0.1337997053526401,0.04966546455973339,-0.01726195259449274,-6.644747400084938e-10,0.0009775452397350586,-0.33028143018107875,-0.0007478810854388007,2,0.3802059909101372,8.4949911771659e-08,13.103410232428839,-0.00020673803816582265,-0.0037167987265386195,-0.16618671667377943,0.04981659142296539,-0.012765037949805713,-7.639293873358686e-10,0.0002268748916260741,-0.2554215102658471,6.037563486641431e-06,2,0.0019681642859474824,9.768093578443882e-08,13.159566513742949,-0.0002103392463082901
115,0.23200000000000018,-0.0030813368581344477,0.13379970535156416,0.04966724793552446,-0.01669488871280245,-5.379764721630953e-10,0.0008702815092372863,-0.3215547130084618,-0.0006171530623793609,3,0.30243044662050006,7.098616819356529e-08,13.155277128746093,-0.00020603406057376206,-0.0037423368624588367,-0.1661867166750164,0.04981693723005912,-0.012762117904541114,-6.184734484118302e-10,0.0002026905472733777,-0.2556293878323953,1.9351487078652502e-05,2,-0.004011219393065701,7.908066468331754e-08,13.16064424994072,-0.00020997526703204344
116,0.23400000000000018,-0.003113758801074406,0.13379970535069963,0.0496689698800903,-0.016243867065658096,-4.3227150872998566e-10,0.0008401103377607016,-0.3129186157132632,-0.0005979362799949373,3,0.29745916260066024,5.7036422862477565e-08,13.152389099545745,-0.00020534208730507014,-0.0037678869396473363,-0.1661867166760178,0.049817237853568834,-0.012768098124471914,-5.007150317886235e-10,0.00018012655000891278,-0.2560159560786088,3.269967945852478e-05,2,-0.009996215962691624,6.402258301285713e-08,13.161612783602212,-0.0002096433855559507
117,0.23600000000000018,-0.003145295313893838,0.13379970535000493,0.04967062179445736,-0.015800255806113286,-3.473390050259911e-10,0.0008056355038805019,-0.3043813267384699,-0.0005811894691897905,3,0.29261821146746175,4.582845605782815e-08,13.150366785456644,-0.00020467267802867783,-0.0037934667849886783,-0.16618671667682858,0.04981749616731837,-0.012782986995488807,-4.053794901121262e-10,0.00015902031169527772,-0.2565815372674864,4.6089867885512614e-05,2,-0.015990864558204754,5.1832032443854814e-08,13.162480975657356,-0.0002093406605918613
118,0.23800000000000018,-0.00317596080814139,0.13379970534944674,0.0496721976582197,-0.015363861448431182,-2.7909619948989e-10,0.0007681456884833096,-0.2959487938659037,-0.0005664217551359946,3,0.28789800196015425,3.682327703868893e-08,13.1490553672487,-0.00020403377129855904,-0.0038190942540955717,-0.16618671667748497,0.04981771474627147,-0.0128067989158044,-3.28196804617603e-10,0.00013922244975707117,-0.2573265785426919,5.953001133019581e-05,2,-0.021999228189748088,4.1962879393508956e-08,13.163256825765824,-0.00020906441294826772
119,0.24000000000000019,-0.003205769335485937,0.1337997053489982,0.049673693568384754,-0.014934504618276674,-2.242629375754681e-10,0.0007286991405211924,-0.2876251965397853,-0.0005532447912874085,3,0.2832907528708592,2.958787256868156e-08,13.148324079077282,-0.0002034311381392609,-0.0038447872434108463,-0.1661867166780164,0.049817895890348796,-0.012839554331588093,-2.657101999068608e-10,0.00012059550471804544,-0.2582516523277698,7.302828480039783e-05,2,-0.028025394520918123,3.397301484575621e-08,13.1639475499523,-0.00020881220142254103
120,0.2420000000000002,-0.0032347346109828923,0.1337997053486378,0.04967510734986963,-0.01451201739373378,-1.8020386145511475e-10,0.0006881594724911154,-0.27941332083877746,-0.0005413513517949064,3,0.27879008895371715,2.3774365837114786e-08,13.148062685855834,-0.00020286876632545636,-0.0038705637023827943,-0.16618671667844664,0.04981804164591108,-0.012881279773759734,-2.1512124175669502e-10,0.00010301277335099569,-0.25935745680409084,8.659306644480912e-05,2,-0.03407347690137019,2.7504549748869067e-08,13.164559650881092,-0.00020858180092361844
121,0.2440000000000002,-0.003262870032133478,0.1337997053483482,0.04967643822715397,-0.014096241240530492,-1.4480163401552407e-10,0.0006472262149303859,-0.2713148571615146,-0.0005304983824547613,3,0.27439072623884975,1.9103274101484047e-08,13.148178460455078,-0.00020234918530200735,-0.0038964416457169526,-0.16618671667879498,0.049818153825117784,-0.012932007896320465,-1.7416442581022143e-10,8.635724647986207e-05,-0.2606448164689912,0.00010023292712909443,2,-0.040147615625165,2.2267757193716875e-08,13.16509898141059,-0.0002083711826141449
122,0.2460000000000002,-0.0032901886946782636,0.1337997053481155,0.04967768654808437,-0.013687025409893642,-1.1635509377067694e-10,0.0006064608732890465,-0.26333063654489236,-0.0005204935826490231,3,0.2700882273484327,1.535006080577439e-08,13.148593591135793,-0.0002018737403250287,-0.003922439165708075,-0.16618671667907697,0.04981823402335035,-0.012991777516557185,-1.4100567784849141e-10,7.052064142729043e-05,-0.26211468277546657,0.00011395662221614332,2,-0.046251979390080855,1.8028091908206534e-08,13.165570802024572,-0.00020817849588201237
123,0.2480000000000002,-0.0033167034058569343,0.1337997053479285,0.04967885355210717,-0.013284225696026703,-9.349743491323058e-11,0.0005663091270999588,-0.2554608182469458,-0.0005111847836794144,3,0.2658788115747313,1.2334330140584271e-08,13.14924295925381,-0.0002014428232177956,-0.0039485744446566395,-0.1661867166793053,0.049818283634871306,-0.013060633657420079,-1.1416018323426004e-10,5.54025199898693e-05,-0.26376813485471157,0.00012777308531550062,2,-0.05239076693608369,1.4595679109774551e-08,13.165979832685931,-0.00020800205196803978
124,0.25000000000000017,-0.0033424266957024933,0.13379970534777824,0.04967994117630985,-0.012887703472642205,-7.51304776642861e-11,0.0005271197222302452,-0.24770503861906498,-0.0005024515416889551,3,0.26175920775432904,9.911149373431627e-09,13.150072235546071,-0.00020105606610597293,-0.003974865767374778,-0.16618671667949014,0.04981830386687351,-0.013138627592340246,-9.242586842560438e-11,4.090948363572167e-05,-0.2656063803227359,0.00014169142379655102,2,-0.0585682088438384,1.1816802203412635e-08,13.166330299617474,-0.00020784030909339057
125,0.25200000000000017,-0.0033673708268101205,0.1337997053476575,0.0496809518936,-0.012497324945596326,-6.037186047513158e-11,0.0004891605301448208,-0.2400625292245624,-0.0004941984843682048,3,0.25772654054893185,7.964071707666776e-09,13.15103625042636,-0.00020071250360591264,-0.004001331533786965,-0.1661867166796398,0.04981829575205886,-0.013225816892726013,-7.482955809370299e-11,2.6954438370475668e-05,-0.26763075617224386,0.00015572091588618095,2,-0.06478856947659861,9.567018954825812e-09,13.166625977471398,-0.0002076918589455773
126,0.25400000000000017,-0.003391547802920987,0.13379970534756047,0.04968188857816741,-0.012112960572494898,-4.851262183673895e-11,0.0004526321818372423,-0.23253221052046713,-0.00048635004647154013,3,0.25377824276698513,6.399541424562116e-09,13.152097599852647,-0.00020041070816769618,-0.004027990271631276,-0.16618671667976098,0.049818260159872084,-0.013322265478351645,-6.058338289483597e-11,1.3455922405143465e-05,-0.26984272975093915,0.00016987100919531317,2,-0.07105614905081592,7.745585506313546e-09,13.166870227305154,-0.00020755541439376052
127,0.25600000000000017,-0.00341496937658344,0.1337997053474825,0.04968275439407643,-0.011734484610981383,-3.898311334964402e-11,0.0004176796269210252,-0.22332525074585025,-0.0005682220736888711,2,0.2956154996987501,4.982326773372847e-09,13.125357464775757,-0.00020014890260782597,-0.004054860649267355,-0.16618671667985907,0.04981819780650274,-0.013428043670830442,-4.9049490397949004e-11,3.3749038135425405e-07,-0.27224389982738834,0.00018415132053897602,2,-0.07737528582282294,6.270941765862403e-09,13.16706603075112,-0.00020742979831839953
128,0.2580000000000002,-0.00343751103566102,0.1337997053474194,0.04968346964761003,-0.011293582485858534,-3.15639684262474e-11,0.0003429912307407848,-0.2161111080640441,-0.0004880270826563282,3,0.2458967005207849,4.16366177646843e-09,13.160430878682805,-0.0002000035874268405,-0.00408196148859762,-0.1661867166799385,0.049818109263757085,-0.013543228250345273,-3.97114786850001e-11,-1.2472851513692462e-05,-0.27483599774557826,0.00019857163693364106,2,-0.08375035838046951,5.0770567749935935e-09,13.167216020726226,-0.0002073139334494642
129,0.2600000000000002,-0.0034593207477780987,0.13379970534736865,0.04968413885994741,-0.010926867886805754,-2.5363891326378477e-11,0.00032043389342076013,-0.20727519371003067,-0.0005631082013042195,2,0.28584151710550376,3.2416513917610246e-09,13.13403189205205,-0.0001998764279780782,-0.004109311778108526,-0.1661867166800028,0.049817994966891314,-0.013667902515793194,-3.2151272036262794e-11,-2.5043164694712343e-05,-0.27762088866929246,0.0002131419176714302,2,-0.09018578803007293,4.110473739160625e-09,13.167322508998108,-0.00020720683311837435
130,0.2620000000000002,-0.003480279633968516,0.13379970534732757,0.0496846833551974,-0.01050054931158788,-2.0536772881441188e-11,0.0002586460463291534,-0.1986462821969204,-0.0005682352017418596,2,0.2814202729572841,2.6247144457869354e-09,13.140511450894685,-0.00019984306786405975,-0.004136930686038986,-0.16618671668005486,0.04981785522148834,-0.013802156348486286,-2.6030396838401055e-11,-3.7438056269046405e-05,-0.2806005729174484,0.00022787229738613357,2,-0.0966860412703705,3.3279179412204485e-09,13.16738751089507,-0.00020710759283752017
131,0.2640000000000002,-0.0035004008503736247,0.13379970534729432,0.04968512243704253,-0.010080830582102499,-1.6628330552910273e-11,0.00020649754535527538,-0.19187457257483775,-0.00048710195336061114,3,0.23442772742733706,2.1934298682912967e-09,13.171969754543372,-0.0001998857976321447,-0.00416483757368333,-0.16618671668009702,0.04981769020945157,-0.013946086279538639,-2.1074819530410082e-11,-4.971912032359191e-05,-0.28377718739154284,0.00024277309003850438,2,-0.10325563234612911,2.69434874411445e-09,13.167412767417733,-0.00020701538262923175
132,0.2660000000000002,-0.0035198242525351637,0.1337997053472676,0.049685549855883936,-0.009731229257675663,-1.3362110810161791e-11,0.00020110318803660674,-0.18353624789535716,-0.0005544168629078045,2,0.272484970044113,1.7077574909762916e-09,13.145527920580552,-0.00019991628992242078,-0.004193052008836395,-0.16618671668013113,0.04981749999418157,-0.014099795561058347,-1.7062685297556576e-11,-6.194534627693664e-05,-0.287153007096377,0.00025785479376050184,2,-0.10989912587522133,2.1814017259202956e-09,13.167399764988806,-0.0002069294400341773
133,0.2680000000000002,-0.0035384365801494682,0.13379970534724595,0.04968588681005624,-0.009324838917315118,-1.0819102112497867e-11,0.00015641182867225128,-0.1769860403745551,-0.00047553689858736287,3,0.22717543586247418,1.427129719955289e-09,13.175424884820174,-0.00020001047299761376,-0.004221593779388568,-0.16618671668015877,0.04981728452499449,-0.014263394241254307,-1.3814376570170655e-11,-7.41734978135801e-05,-0.29073044675525683,0.00027312809650853476,2,-0.11662113954361741,1.7661108131505898e-09,13.167349753049479,-0.00020684906373460293
134,0.2700000000000002,-0.003556372680114259,0.13379970534722857,0.04968622239781385,-0.008986054478872007,-8.693974095361135e-12,0.00015615284331882024,-0.17049394819332656,-0.00046135706920567843,3,0.22375542406750237,1.1468055949315215e-09,13.173939360285924,-0.00020008426949238295,-0.004250482907078813,-0.16618671668018115,0.049817043640834585,-0.014436999243559215,-1.118447438402863e-11,-8.645846560669124e-05,-0.2945120625208926,0.00028860388248541646,2,-0.12342634686359188,1.4298837669457498e-09,13.167263759693848,-0.0002067736077347726
135,0.2720000000000002,-0.0035736427346008265,0.1337997053472146,0.049686552196576306,-0.008652367485130012,-6.986274601824164e-12,0.00015367944152376716,-0.16406635982550383,-0.00044904949385481986,3,0.22042640696207255,9.215429530584629e-10,13.172809633109296,-0.00020014292735128641,-0.004279739661413894,-0.16618671668019924,0.04981677707332737,-0.014620734449863308,-9.055245336457833e-12,-9.885359675081204e-05,-0.29850055378325646,0.0003042932392995166,2,-0.13031947999101767,1.1576684055825126e-09,13.167142605512815,-0.00020670247604626796
136,0.2740000000000002,-0.0035902566544605387,0.13379970534720337,0.049686872843625864,-0.008323642904258985,-5.61401199589446e-12,0.0001495210997839936,-0.15770796982758997,-0.0004382444128794849,3,0.21718143021171077,7.405296792439842e-10,13.171974843416608,-0.00020019061561473567,-0.0043093845737621735,-0.1661867166802139,0.04981648444921474,-0.014814730787947166,-7.331370114165781e-12,-0.00011141100357055091,-0.3026987650756867,0.00032020746583717036,2,-0.13730533259814237,9.372764786519383e-10,13.166986915800807,-0.00020663511783031163
137,0.2760000000000002,-0.003606224100024259,0.13379970534719435,0.04968718185479865,-0.007999755931764194,-4.5112948799715205e-12,0.00014411675163806701,-0.15142213710162788,-0.00042864907668279956,3,0.2140148373591746,5.950725467940288e-10,13.171383404598913,-0.000200230601749056,-0.004339438451630543,-0.16618671668022578,0.04981616529220824,-0.015019126323196593,-5.9356788348910996e-12,-0.00012418185424313842,-0.3071096880805786,0.0003363580808323375,2,-0.1443887627987277,7.588421002679979e-10,13.16679713126262,-0.00020657102295412733
138,0.2780000000000002,-0.0036215544980176886,0.1337997053471871,0.04968747747080524,-0.007680590085130182,-3.6251768742406586e-12,0.0001378285791241587,-0.14521116875523787,-0.00042003164736828785,3,0.2109219872306945,4.781854912039307e-10,13.170991656574392,-0.0002002654025440309,-0.004369922393133203,-0.16618671668023538,0.04981581902429254,-0.015234066354677936,-4.805692832046654e-12,-0.0001372166474679808,-0.31173646373602865,0.0003527568321234978,2,-0.1515746961227027,6.143783259915381e-10,13.166573517344482,-0.00020650971792186834
139,0.2800000000000002,-0.0036362570554381588,0.13379970534718127,0.049687758527167204,-0.007366035713588777,-2.9131144944343194e-12,0.00013095380238926284,-0.13907654500098082,-0.00041220846353973595,3,0.20789903293623702,3.842583612412298e-10,13.170762710159755,-0.00020029691231318592,-0.004400857801661136,-0.16618671668024318,0.04981544496650672,-0.015459703515647997,-3.890826737294361e-12,-0.00015056547323184633,-0.31221552781309725,0.00015107287500686593,3,-0.025991959643059948,5.132740343860576e-10,13.242578021311552,-0.0002064507621451911
140,0.2820000000000002,-0.003650340771054141,0.13379970534717658,0.04968802434432615,-0.007055988832474009,-2.3409182898378684e-12,0.000123734751291648,-0.13156723219929178,-0.0004776272225094193,2,0.2421103781536289,2.991891179249251e-10,13.148265576075104,-0.00020032651162328607,-0.004431870613714881,-0.16618671668024942,0.04981526972207116,-0.015498415788768044,-3.1265142745152946e-12,-5.109776610911948e-05,-0.312785439821867,0.00014085620232530925,3,-0.02688678557108709,4.1244485604607917e-10,13.230180711305348,-0.00020617283830016292
141,0.2840000000000002,-0.0036637038283449438,0.1337997053471728,0.049688207875061334,-0.006694894393869091,-1.8953980487980253e-12,8.308335471243254e-05,-0.12420577247352506,-0.0004846057701928374,2,0.2393684212647147,2.4224866557176483e-10,13.152979116368533,-0.00020041889377725441,-0.0044629634953840674,-0.16618671668025445,0.04981525636407138,-0.015538458903172537,-2.5123457747191196e-12,2.9917123207030954e-05,-0.31343147750273825,0.00013311497196437545,3,-0.027746316570812335,3.314215568650525e-10,13.219673804081829,-0.00020571264331183114
142,0.2860000000000002,-0.0036763543854878332,0.13379970534716973,0.049688323161837696,-0.00633789444211443,-1.5346674025048732e-12,4.9444017759766486e-05,-0.11844506229131763,-0.00041564132754854863,3,0.19877503693799708,2.0243241805051326e-10,13.17977336552102,-0.0002005609122194968,-0.0044941390074378735,-0.16618671668025847,0.04981537359643883,-0.015579780599036372,-2.0188284538106176e-12,9.529290040799596e-05,-0.31414193422621667,0.00012731611227446114,3,-0.02857427178417904,2.6631463700965696e-10,13.210781470516727,-0.00020510124402382118
143,0.2880000000000002,-0.003688413253825195,0.13379970534716726,0.049688450056578966,-0.00604146305794975,-1.233226827702404e-12,5.562544034003797e-05,-0.11273593530333845,-0.00040466629278282807,3,0.1959550481952012,1.6267039104622683e-10,13.178435989614698,-0.00020067652109259648,-0.004525399616443215,-0.16618671668026172,0.04981559493230116,-0.015622334094059732,-1.6222613523291647e-12,0.00014743279808085652,-0.3149075030585029,0.0001230410588654151,3,-0.029374321273350323,2.139984855986654e-10,13.203267142924933,-0.00020436489832539179
144,0.2900000000000002,-0.003699888828988198,0.1337997053471653,0.04968858457785685,-0.005749234991783948,-9.909955850478806e-13,5.9813149375605755e-05,-0.10708298215624382,-0.0003950858839717568,3,0.19320683906629182,1.3071958793187122e-10,13.177373724083164,-0.00020077021414018764,-0.004556747705728113,-0.16618671668026433,0.049815897989296885,-0.015666078022903995,-1.303597834217096e-12,0.00018838798614700684,-0.3157207862117248,0.00011996128768224437,3,-0.030149948406236582,1.719597797489314e-10,13.196927979618398,-0.00020352575926079614
145,0.2920000000000002,-0.0037107892926050707,0.13379970534716368,0.04968872356374027,-0.005461103692386893,-7.963420404262444e-13,6.24165653883004e-05,-0.10148953661957537,-0.0003866268614081238,3,0.19052541574319695,1.0504282166312606e-10,13.17654117548677,-0.00020084565048280462,-0.004588185585782174,-0.16618671668026644,0.04981626388536161,-0.01571097616913057,-1.0475338334162579e-12,0.0002199077503946818,-0.31657590433299276,0.00011781904751907019,3,-0.03090436781754413,1.3817924582326668e-10,13.191590113449278,-0.0002026024786567493
146,0.2940000000000002,-0.0037211226272387586,0.1337997053471624,0.04968886453656288,-0.005176969949850953,-6.399235732647346e-13,6.377757589350535e-05,-0.09595794166120325,-0.00037907286679079045,3,0.18790670803402765,8.440974308410176e-11,13.175899765279262,-0.00020090578749189236,-0.004619715503851283,-0.1661867166802681,0.04981667672082899,-0.015756997072930476,-8.417721688915141e-13,0.00024348260431691582,-0.3174681852975573,0.00011641219194739177,3,-0.031640482524521785,1.1103523656075254e-10,13.187104570450742,-0.00020161072445281508
147,0.2960000000000002,-0.003730896628560006,0.13379970534716137,0.049689005587995355,-0.0048967405404461446,-5.142296665657479e-13,6.418067045289569e-05,-0.0904897602683135,-0.0003722525270304696,3,0.18534736673475477,6.783047734604253e-11,13.17541674746302,-0.00020095299409428335,-0.004651339652599895,-0.16618671668026946,0.049817123134686774,-0.0158041135733707,-6.764304422165214e-13,0.0002603813303286344,-0.31839391631883596,0.00011558224257109811,3,-0.03236086808818517,8.922429461932779e-11,13.18334376221789,-0.00020056362391059762
148,0.2980000000000002,-0.003740118915362215,0.13379970534716057,0.04968914528149522,-0.0046203271690031045,-4.132238184441241e-13,6.386161560114668e-05,-0.08360897200659201,-0.00043987856867350357,2,0.22160713139326815,5.281464154904825e-11,13.151921477699048,-0.00020098914726219413,-0.004683060177794672,-0.16618671668027055,0.04981759192453773,-0.015852302325764886,-5.43567223384374e-13,0.00027168280331092557,-0.3193501464888911,0.0001152049986796709,3,-0.0330677749533812,7.169720372957045e-11,13.180198470229767,-0.0001994721431615304
149,0.3000000000000002,-0.003748681572509598,0.13379970534715988,0.04968921359591497,-0.004289813088430658,-3.3457793727567865e-13,2.8625762807461312e-05,-0.07683710240133083,-0.000447957968364116,2,0.21994625116924182,4.276357046251178e-11,13.15615521556275,-0.000201081855809776,-0.004714879185017119,-0.16618671668027143,0.049818073721281324,-0.0159015433215037,-4.368034623590278e-13,0.00027830332791027834,-0.3203345294899315,0.00011518315299287665,3,-0.033763142532368784,5.761380261759541e-11,13.177575252456531,-0.00019834541208096218
150,0.3020000000000002,-0.003756589540643648,0.13379970534715935,0.04968922314360594,-0.003961780601174563,-2.7089902965465777e-13,-3.107828042481861e-07,-0.0701584567703749,-0.00045385776265581806,2,0.21838346035921408,3.462430342437983e-11,13.159722330092684,-0.00020121905899005837,-0.004746798745447733,-0.16618671668027213,0.049818560710789966,-0.01595181942804263,-3.5101118687064027e-13,0.0002810201175242518,-0.3213451983080963,0.0001154404873621867,3,-0.034448620411483,4.6296633193776415e-11,13.175394212795007,-0.00019719100221621266
151,0.3040000000000002,-0.0037638474691028393,0.1337997053471589,0.049689184551079485,-0.003636082441063869,-2.1934024270593254e-13,-2.3939936806619355e-05,-0.06355969723762055,-0.00045809757918284164,2,0.2169285198577755,2.8034463639414753e-11,13.162717895610678,-0.0002013906178311431,-0.004778820900785279,-0.16618671668027268,0.0498190463959351,-0.016003115959821564,-2.8207122234072866e-13,0.00028049145454969206,-0.3223806654447135,0.00011591731241411204,3,-0.035125593408892763,3.720324048828161e-11,13.173587082462472,-0.0001960151644108954
152,0.3060000000000002,-0.003770459686729863,0.13379970534715854,0.04968910674223434,-0.003312556986171468,-1.7759433608541476e-13,-4.3112154771598095e-05,-0.058646167651590454,-0.0003802486035919452,3,0.17217663526305366,2.3426122153225037e-11,13.190988744673282,-0.0002015880387845545,-0.004810947667376163,-0.16618671668027316,0.04981952539324752,-0.016055420285983564,-2.266721597627508e-13,0.0002772739958635068,-0.3234397434445763,0.00011656688624525277,3,-0.035795208208679874,2.9896085607106215e-11,13.172095569762032,-0.00019482303183938204
153,0.3080000000000002,-0.0037765593854703506,0.13379970534715827,0.04968907396974742,-0.0030557986067057674,-1.4271067572180176e-13,-2.026939161758616e-05,-0.05375668318443912,-0.000367964447483811,3,0.16987670253861814,1.8825191405724695e-11,13.188224840492918,-0.0002017304615531887,-0.004843181039633507,-0.16618671668027352,0.04981999325929598,-0.016108721477345718,-1.8215412597114242e-13,0.00027183762271650426,-0.3245214816149137,0.00011735260339996653,3,-0.03645840002837175,2.4024227052166225e-11,13.17086994080569,-0.00019361879336330517
154,0.3100000000000002,-0.0037821534136426942,0.13379970534715804,0.04968907800292262,-0.0028024669365070117,-1.1467822635862362e-13,-1.5433986169755596e-06,-0.048898584287253966,-0.0003575377221443133,3,0.16764129866701524,1.5126955243971452e-11,13.185917473764531,-0.0002018263339079729,-0.004875522992825576,-0.1661867166802738,0.04982044634255641,-0.016163009992755644,-1.4637983211734773e-13,0.00026457817859932664,-0.3256251156478631,0.00011824578963751109,3,-0.03711591830994965,1.9305113063694535e-11,13.169867799052806,-0.00019240584143423445
155,0.3120000000000002,-0.0037872484270112462,0.13379970534715785,0.049689111970973074,-0.00255246643291171,-9.215279235028021e-14,1.3745277022413494e-05,-0.04239001650210386,-0.0004329656078065169,2,0.2112739936886674,1.1779022202063061e-11,13.156889362097015,-0.00020188274185066468,-0.00490797548531025,-0.16618671668027404,0.049820881657136024,-0.01621827740344623,-1.1763273503037702e-13,0.0002558283908495786,-0.32675002752730636,0.0001192239729190872,3,-0.03776835080913832,1.551303530078485e-11,13.169053036021708,-0.00019118689817471807
156,0.3140000000000002,-0.0037917145648262095,0.1337997053471577,0.04968908936689069,-0.0022373682586656622,-7.461274000237088e-14,-1.411006551514251e-05,-0.03768769621603935,-0.00035298344786369455,3,0.16300350297381033,9.841988335423935e-12,13.188338801881287,-0.00020198330644542045,-0.004940540460287411,-0.16618671668027424,0.049821296775226884,-0.01627451615305637,-9.453239211389368e-14,0.0002458672306653364,-0.32789571363284387,0.00012026952858582365,3,-0.03841614573090868,1.246658332121342e-11,13.16839492938163,-0.00018996412275896352
157,0.3160000000000002,-0.003795695491873914,0.13379970534715757,0.049689103913959046,-0.0019942857602521804,-5.995711004053595e-14,4.776715602399651e-06,-0.03301590790525224,-0.0003434903649895684,3,0.16091531029497272,7.908340649009915e-12,13.18604238139455,-0.0002020377706006618,-0.004973219847135301,-0.16618671668027438,0.04982168973560226,-0.016331719350450413,-7.596849768202963e-14,0.00023492793080666765,-0.3290617593772976,0.00012136861841446564,3,-0.039059631752167756,1.0017986440402638e-11,13.167867367942836,-0.00018873920277720502
158,0.3180000000000002,-0.003799197425558543,0.1337997053471575,0.0496891487739896,-0.001754315127671578,-4.818086014898696e-14,2.024248265940194e-05,-0.02837964252078898,-0.00033533300163212884,3,0.15888089808932399,6.355582726769171e-12,13.184127028041972,-0.00020205313419691812,-0.005006015562390556,-0.16618671668027452,0.04982205896584743,-0.016389880592223686,-6.105079025199742e-14,0.00022320484980376616,-0.33024781905148326,0.0001225103603504779,3,-0.03969903590162904,8.050893285371785e-12,13.16744818589618,-0.00018751343188796316
159,0.32000000000000023,-0.00380222642286224,0.1337997053471574,0.0496892182438584,-0.0015173766468416549,-3.8716810275290644e-14,3.285442312356901e-05,-0.023782628208172667,-0.0003282452364330214,3,0.15689637874829776,5.106803868670795e-12,13.182534424970786,-0.00020203525718105048,-0.005038929510425245,-0.1661867166802746,0.04982240321634164,-0.016448993811729703,-4.9062266286034695e-14,0.00021085934523904735,-0.33145359981880795,0.00012368617921069622,3,-0.04033449935701827,6.4698246760031e-12,13.167118591100797,-0.0001862877757397366
160,0.32200000000000023,-0.0038047883919885067,0.13379970534715735,0.04968930758178486,-0.0012833962974421306,-3.111230750578262e-14,4.30929477437412e-05,-0.019227594954570416,-0.00032201654971360976,3,0.15495865397543301,4.104022677253738e-12,13.18121474210243,-0.00020198903116631917,-0.0050719635838680135,-0.16618671668027468,0.0498227215042885,-0.01650905315154902,-3.942809956767826e-14,0.00019802479605756065,-0.33267884901635564,0.0001248892992687621,3,-0.040966091271577354,5.199396468924533e-12,13.166862674315864,-0.00018506292786136386
161,0.32400000000000023,-0.003806889101641134,0.1337997053471573,0.04968941285889468,-0.001052304597578762,-2.500103858500473e-14,5.136431514536254e-05,-0.01471648448344023,-0.00031648037340675046,3,0.15306523201780595,3.2978342279221806e-12,13.180125429929124,-0.00020191852632229362,-0.0051051196638105594,-0.16618671668027474,0.049823013066332925,-0.01657005285648202,-3.1685717835304564e-14,0.00018481089436577256,-0.3339233440898463,0.00012611434801029775,3,-0.041593820777364066,4.178324353176777e-12,13.166666988086055,-0.00018383935698155357
