step,time_s,left_x_m,left_y_m,left_z_m,left_vx_m_s,left_vy_m_s,left_vz_m_s,left_omega_rad_s,left_slip_x_m_s,left_contact_count,left_fx_n,left_fy_n,left_fz_n,left_min_dist_m,right_x_m,right_y_m,right_z_m,right_vx_m_s,right_vy_m_s,right_vz_m_s,right_omega_rad_s,right_slip_x_m_s,right_contact_count,right_fx_n,right_fy_n,right_fz_n,right_min_dist_m
412,0.8260000000000006,-0.0019375439041154033,0.1337997053471571,0.04965564602142598,0.012621993962199176,-1.4325917620892242e-18,-0.0003985238293394234,0.2310669411944972,0.0010686469024743152,2,-0.5559075169428913,2.220446049250313e-16,13.193601743686024,-0.0001816100583333924,-0.006509957110308347,-0.166186716680275,0.04979228395708032,0.006989035567883101,-3.352581786293603e-19,-0.00035453929208412757,0.14724661492722843,-0.0003732951784783207,3,0.11616918816729105,0.0,13.281191496094628,-0.00016711961440751127
413,0.8280000000000006,-0.0019140061945323967,0.1337997053471571,0.04965487151157881,0.011792854384612965,-1.1017654211535764e-18,-0.00037284875573735573,0.2139758618506069,0.0010940612920826188,2,-0.5510681394392565,4.440892098500626e-16,13.191022432345425,-0.00018347031673659336,-0.006495627036566949,-0.166186716680275,0.04979192295572846,0.007161974636833249,-3.35203173529334e-19,-0.0001978657173808175,0.15015725821176937,-0.0003458882737552198,3,0.11450972828488415,-2.220446049250313e-16,13.259748803943292,-0.00016678607601448847
414,0.8300000000000006,-0.0018921087641667702,0.1337997053471571,0.049654142854260175,0.01097094533098994,-4.4029790970787605e-19,-0.0003509975691642367,0.19716479100657064,0.0011127057806614073,2,-0.5464918176963856,-4.440892098500626e-16,13.188651299799801,-0.00018519492217067973,-0.006480955898154968,-0.166186716680275,0.04979181211158004,0.007332441122625254,-6.657915159366093e-19,-7.31294341135308e-05,0.16776560653283695,-0.0010558392040165947,2,0.5519519159008932,2.220446049250313e-16,12.964538781274923,-0.0001661841893124752
415,0.8320000000000006,-0.001871837998029618,0.1337997053471571,0.0496534529776922,0.010155871541457973,-1.1014133698511126e-18,-0.0003326626327586201,0.18059405467321413,0.0011261688077972652,2,-0.5422016761622535,0.0,13.186466682703418,-0.0001867944197295121,-0.006464640754811741,-0.166186716680275,0.04979107312012737,0.008154070132376626,-3.348035025337503e-19,-0.00038927838460627414,0.18534377533155577,-0.0011131186342011618,2,0.5581876282636331,-2.220446049250313e-16,13.000313793821316,-0.00016612154161569498
416,0.8340000000000006,-0.001853181131393726,0.1337997053471571,0.04965279536695186,0.009347203894847464,-1.101241758301272e-18,-0.0003175682063594206,0.17396955915493878,0.000648725937100525,3,-0.2521986889160288,1.1102230246251565e-16,13.363187660781037,-0.00018827840196580098,-0.006446663034725024,-0.166186716680275,0.049789812523967476,0.008984983518063804,-6.651060090940537e-19,-0.0006521520929481455,0.20293763374221474,-0.0011618981690469342,2,0.5644277608269639,-4.440892098500626e-16,13.030229644099215,-0.0001664899653084223
417,0.8360000000000006,-0.001835275009353919,0.1337997053471571,0.04965269601259284,0.008971146825615754,-9.358501334868761e-19,-3.885850598606835e-05,0.16729311072950842,0.0006064912891403321,3,-0.24777061614944684,0.0,13.325277607842436,-0.0001891676663959077,-0.0064270041523190715,-0.166186716680275,0.04978811941877252,0.009825186984772222,-1.326053214926591e-18,-0.0008704793898048524,0.22058577609866437,-0.0012041018201609972,2,0.570741352181015,0.0,13.055125256754948,-0.0001671983352807549
418,0.8380000000000006,-0.0018181064413080828,0.1337997053471571,0.0496530420127513,0.008601679227614244,-9.357805580771171e-19,0.00018339774374488447,0.1509743414353924,0.0010529621558446238,2,-0.5263299699300732,0.0,13.117233594936092,-0.00018957557081311638,-0.0064056453027178375,-0.166186716680275,0.04978606795132312,0.010674789147883227,-1.3257095750299826e-18,-0.001051739229150475,0.20997972909122486,0.00017580269332198237,3,-0.2890107531284384,0.0,13.42841201541777,-0.00016852060623029352
419,0.8400000000000006,-0.0018025045160295137,0.1337997053471571,0.049653214079734366,0.007816663844403717,-9.356121572397972e-19,9.541216521071302e-05,0.13486537328522735,0.0010733951801423485,2,-0.5236415350517838,-4.440892098500626e-16,13.125907093401613,-0.00019007907815524194,-0.00638514728856121,-0.166186716680275,0.049784768136504884,0.010244583917948313,-1.3259165865763306e-18,-0.000674660680195496,0.19989102945562168,0.00025003244516722846,3,-0.2858628729954411,2.220446049250313e-16,13.381451482221976,-0.00017094549555320138
420,0.8420000000000006,-0.0017884612375228942,0.1337997053471571,0.04965323803735142,0.007035667398512609,-1.5967360135563587e-18,2.035299384180127e-05,0.1189320758777029,0.001089063604627464,2,-0.5211653564469672,4.440892098500626e-16,13.133189917975951,-0.0001906547681523249,-0.006365500730131468,-0.166186716680275,0.049784080148474276,0.009819059149837236,-9.954685397124316e-19,-0.0003675563038982587,0.19023414318652423,0.000307351990511023,3,-0.28259102646167855,-4.440892098500626e-16,13.341916948003252,-0.00017269631699710214
421,0.8440000000000006,-0.0017759692401756607,0.1337997053471571,0.04965313556890706,0.00625837125854978,-9.352821472915246e-19,-4.385232466902643e-05,0.10314524265390543,0.0011011091258545085,2,-0.5189282101098323,2.220446049250313e-16,13.139277974092911,-0.00019128303145776043,-0.0063466958793487295,-0.166186716680275,0.04978388627221843,0.00939840066953635,-1.6569468387051203e-18,-0.0001193605749430552,0.18094107757021505,0.00035134679102559636,3,-0.27923710933057044,4.440892098500626e-16,13.308704056772365,-0.0001738942652886391
422,0.8460000000000006,-0.0017650218687600492,0.1337997053471571,0.04965292480048191,0.0054844172981671924,-6.044748965617996e-19,-9.898438876445199e-05,0.09755635000620708,0.0006065997978568381,3,-0.21960209670574748,2.220446049250313e-16,13.329014409095926,-0.0001919475181716354,-0.006328722744370742,-0.166186716680275,0.04978408761563801,0.008982731659880125,-9.958382794856798e-19,7.93460010825131e-05,0.1719577025052439,0.000384846534617931,3,-0.27583379503914773,0.0,13.280868921969226,-0.0001746412339004716
423,0.8480000000000006,-0.0017547282165580407,0.1337997053471571,0.04965317047842022,0.005156977384339274,-2.737723198410084e-19,0.00012889003998914144,0.0818251880674491,0.001065717980966819,2,-0.5126956371039808,-2.220446049250313e-16,13.112575352688038,-0.00019212902204229082,-0.006311571186762604,-0.166186716680275,0.04978460129931545,0.008572126446570264,-9.960135195561982e-19,0.00023657616517211056,0.16324084419925755,0.00041008423660738626,3,-0.27240648856267224,5.551115123125783e-16,13.25760468330768,-0.0001750227170380647
424,0.8500000000000006,-0.0017459606309983462,0.1337997053471571,0.049653228328443905,0.004392307978345805,-6.042557430299116e-19,3.399894162506154e-05,0.07641880072999063,0.0005713679418462734,3,-0.21003225229025801,4.440892098500626e-16,13.308763219424778,-0.00019242800663218929,-0.006295230997048183,-0.166186716680275,0.04978535805419729,0.008166621363769527,-1.6957120335066458e-19,0.0003591402053568082,0.15475598917004768,0.00042882190526714273,3,-0.26897487421023436,0.0,13.238221632305844,-0.0001751102838981819
425,0.8520000000000006,-0.0017378182732767289,0.1337997053471571,0.04965368230673821,0.004079132163780718,5.708973814931444e-20,0.00023172661465678955,0.07094109358489765,0.0005320774845358352,3,-0.20648941539357968,-2.220446049250313e-16,13.27999721724052,-0.0001923060804802229,-0.006279691953247025,-0.166186716680275,0.049786300168037506,0.007766223306215236,-1.697366721066626e-19,0.0004528206085171039,0.14647547046336115,0.00044244978304717845,3,-0.26555413983078946,0.0,13.22213031126907,-0.0001749636887465253
426,0.8540000000000006,-0.0017302905882974542,0.1337997053471571,0.04965444674495682,0.003771226322978187,-2.7349889088340873e-19,0.0003866159470865119,0.06542254373267084,0.0005000991363446447,3,-0.20315816928173125,-1.1102230246251565e-16,13.25600203590991,-0.00019184885070677032,-0.006264943866037982,-0.166186716680275,0.04978737973029683,0.007370916451474749,-1.698981340090301e-19,0.0005225215025802948,0.1383770348648341,0.0004520647082330437,3,-0.26215594362168504,0.0,13.208827104809783,-0.0001746326705263021
427,0.8560000000000006,-0.0017233676527462721,0.1337997053471571,0.049655450182181704,0.003468277746638804,-4.387646734105307e-19,0.0005057725265769896,0.04967517559659413,0.000984518966809097,2,-0.5020858245758948,0.0,13.048798997258853,-0.00019112783461640998,-0.0062509766134252135,-0.166186716680275,0.049788557132609775,0.006980667537042572,-1.700560246796668e-19,0.0005723966096356118,0.13044271111815228,0.00045853198113495787,3,-0.2587891765411957,3.3306690738754696e-16,13.197881931702776,-0.00017415848753104396
428,0.8580000000000007,-0.0017179391843673878,0.1337997053471571,0.04965607585318339,0.0027194052893978653,-4.386032903401008e-19,0.0003159131140812573,0.03407493780517203,0.0010156583991392635,2,-0.50226061562143,0.0,13.068371726539137,-0.00019071603528816872,-0.006237780167174192,-0.166186716680275,0.04978979978818166,0.006595429997768827,3.2575670373334196e-19,0.0006059588446036258,0.1226579159446045,0.00046253420053860104,3,-0.2554605626902332,-2.220446049250313e-16,13.188927714430925,-0.00017357522583406199
429,0.8600000000000007,-0.0017140057113815914,0.1337997053471571,0.04965638204423353,0.0019702837789157142,-4.384434801714268e-19,0.0001552063876882611,0.018585885934477252,0.0010409894821918515,2,-0.5025582562994517,4.440892098500626e-16,13.084921258606187,-0.0001905562660901028,-0.006225344612803425,-0.166186716680275,0.04979108103876845,0.006215147205794276,-5.039967655153457e-21,0.0006261742121691728,0.11501074792288823,0.00046460980964986315,3,-0.25217513146341475,0.0,13.181651358910642,-0.00017291091442159234
430,0.8620000000000007,-0.0017115681260150735,0.1337997053471571,0.04965641803918243,0.0012207275631393863,2.2300501723138126e-19,1.9148754644441504e-05,0.013930587064864906,0.0005241982098961409,3,-0.184048560984309,1.1102230246251565e-16,13.296441099192595,-0.0001906000381239059,-0.006213660164536172,-0.166186716680275,0.04979237922238653,0.005839755004652847,-5.18900598011e-21,0.0006355422551704082,0.10749142976970504,0.00046518351616759487,3,-0.24893658838589994,0.0,13.175786021033442,-0.0001721884751261088
431,0.8640000000000007,-0.0017096784236908162,0.1337997053471571,0.04965681344022429,0.0009463014271069324,3.8837516226842586e-19,0.0001985633938688405,-0.0015905208003055976,0.0010258274671222122,2,-0.5010096368649064,-2.220446049250313e-16,13.072087972172774,-0.00019026437927489176,-0.0062027171763151005,-0.166186716680275,0.049793676878729924,0.005469183688975594,-5.335536528491075e-21,0.0006361649741042768,0.10009186784444268,0.00046459029675345945,3,-0.24574760603168588,0.0,13.171104472385352,-0.0001714265313525129
432,0.8660000000000007,-0.0017092799951128688,0.1337997053471571,0.04965690042612436,0.00019904870569728537,5.788916640834618e-20,4.3394431238078346e-05,-0.017034535878432185,0.0010507754996188945,2,-0.502073499054277,0.0,13.088095806949713,-0.0001901705742837212,-0.006192506149745107,-0.166186716680275,0.04979496007254368,0.005103359549253641,-5.479718452080145e-21,0.0006298058572688135,0.09280530424617559,0.0004630943369448616,3,-0.24261005199816177,1.1102230246251565e-16,13.167413406689095,-0.00017064009610396474
433,0.8680000000000007,-0.0017103760127493354,0.1337997053471571,0.04965672666871536,-0.0005497821852240527,5.804733075864341e-20,-8.793390484734915e-05,-0.032430088328945034,0.0010717222312231992,2,-0.5033119163770514,0.0,13.101549876772086,-0.00019027126734804528,-0.006183017739642325,-0.166186716680275,0.04979621781800276,0.004742206075747957,1.5970078181820096e-19,0.0006179404245320512,0.08562604204278396,0.00046090397360875907,3,-0.23952516737967333,0.0,13.164548552566126,-0.0001698411568478858
434,0.8700000000000007,-0.0017129701674483291,0.1337997053471571,0.049656332235228307,-0.00130045332809168,5.820503967442746e-20,-0.000199225836740952,-0.04780197010958646,0.0010896451773876432,2,-0.5047563096875503,0.0,13.112808063668531,-0.00019052644213225778,-0.00617424275772009,-0.166186716680275,0.04979744158954559,0.0043856448955425795,1.595609187080877e-19,0.0006017994871239149,0.07854922825828987,0.00045818348262808596,3,-0.2364937063667576,-2.220446049250313e-16,13.162370478202103,-0.00016903917223253656
435,0.8720000000000007,-0.0017170667622187993,0.1337997053471571,0.049655750654009165,-0.0020532732966120565,5.836257136013939e-20,-0.0002937524899364463,-0.051530414780451186,0.0005232474424105029,3,-0.15980557162161313,3.3306690738754696e-16,13.336777792630256,-0.00019090237358770912,-0.006166172174827049,-0.166186716680275,0.049798624906671356,0.004033596500855133,-1.7122187023117103e-19,0.0005824061551111609,0.07157068247322389,0.0004550623771939384,3,-0.23351604535711046,0.0,13.160760990224226,-0.00016824149350519457
436,0.8740000000000007,-0.001721639089369503,0.1337997053471571,0.04965564857991743,-0.002291527267378663,5.543682597828735e-19,-5.423049895009738e-05,-0.06709092556364475,0.0010630190108035747,2,-0.5054920021686315,-2.220446049250313e-16,13.08814917408098,-0.00019078224740907285,-0.006158797122061878,-0.166186716680275,0.04979976298197897,0.0036859808141842575,-1.7135780116392942e-19,0.0005606074784595869,0.06468676144392053,0.00045164274198823077,3,-0.2305922681839897,-2.220446049250313e-16,13.159620043176904,-0.0001674537216337299
437,0.8760000000000007,-0.0017277160377869366,0.1337997053471571,0.04965528592566888,-0.0030454570034821786,2.2388292683791053e-19,-0.00018548583341793426,-0.08263843976026299,0.0010864649845309712,2,-0.5078853416663736,-4.440892098500626e-16,13.10127463880691,-0.00019085481072917548,-0.006152108891018074,-0.166186716680275,0.04980085242324572,0.0033427176259999266,-5.021368127460958e-19,0.0005371014828551196,0.0578942521622517,0.00044800501788734137,3,-0.22772223265831393,0.0,13.158863087906756,-0.00016668000955420703
438,0.8780000000000007,-0.0017353047361525632,0.1337997053471571,0.04965470178121874,-0.0038029493094514843,-4.372473508331499e-19,-0.00029719608646268294,-0.09819781567279469,0.0011069414741882505,2,-0.5104907100478508,0.0,13.112222426771947,-0.00019108040563898393,-0.0061460989333567105,-0.166186716680275,0.04980189098165032,0.0030037269329155148,-5.02269102199797e-19,0.0005124602545263791,0.05119028736985202,0.0004442125644229136,3,-0.22490562250373258,2.220446049250313e-16,13.158418797293411,-0.00016592331761047102
439,0.8800000000000007,-0.001744412943333157,0.1337997053471571,0.049653928751862544,-0.004564321774711896,-4.370874936810936e-19,-0.00039260528007833674,-0.11379092393496607,0.0011252244220364077,2,-0.5133344062285299,0.0,13.121297484512588,-0.00019142560653957058,-0.006140758859861573,-0.166186716680275,0.049802877339368494,0.0026689291981825906,-1.7175472647075095e-19,0.0004871496364977194,0.0445722787990724,0.0004403152582289705,3,-0.22214198788446737,0.0,13.158227116413057,-0.00016518562909280388
440,0.8820000000000007,-0.0017550491268633994,0.1337997053471571,0.04965299386632979,-0.005329930917353452,-4.369271185879289e-19,-0.00047450320679871333,-0.12943729852719632,0.001141934009006364,2,-0.5164385450828957,0.0,13.128762205098981,-0.00019186232275143766,-0.006136080439097221,-0.166186716680275,0.0498038109307353,0.002338245551566078,-1.7188360353100342e-19,0.0004615460197983933,0.038037864406981564,0.00043635233121699967,3,-0.21943077702984493,-2.220446049250313e-16,13.15823759161556,-0.00016446813178656178
441,0.8840000000000007,-0.0017672225289332715,0.1337997053471571,0.049651919358166326,-0.0061001660038107345,-4.367659993163923e-19,-0.0005452888263207601,-0.14515465235793926,0.0011575666140862285,2,-0.5198218653146807,0.0,13.134842152407693,-0.00019236702426565777,-0.0061320555957639885,-0.166186716680275,0.049804691791998534,0.0020115979419140792,-5.026557804028333e-19,0.00043595064528414735,0.031584866654020785,0.00043235460921303985,3,-0.2167713609147356,0.0,13.158407939340414,-0.00016377137058905256
442,0.8860000000000007,-0.0017809432222934043,0.1337997053471571,0.04965072333744945,-0.006875444061067091,-4.36603927621006e-19,-0.0006070251318597474,-0.16095928579828578,0.0011725202288471988,2,-0.5235003859045044,-2.220446049250313e-16,13.139731031541197,-0.0001929200742534845,-0.006128676408823329,-0.166186716680275,0.04980552043540172,0.0016889092528074782,-5.027814339731859e-19,0.00041060177332345526,0.025211259499319284,0.0004283462778415139,3,-0.21416305252502799,0.0,13.15870282094683,-0.0001630953755212619
443,0.8880000000000007,-0.0017962221580390873,0.1337997053471571,0.0496494203676349,-0.0076562058580894885,-7.670856422108495e-19,-0.0006614866101221704,-0.17686641062709382,0.0011871146732652027,2,-0.5274879401910559,0.0,13.143594999172196,-0.000193505154044947,-0.00612593510945078,-0.166186716680275,0.049806297743948354,0.0013701033893881794,-5.0290553789552285e-19,0.00038568502832701064,0.01891514227475415,0.0004243462756504719,3,-0.21160512190114034,-4.440892098500626e-16,13.159092794521724,-0.00016243976883376782
444,0.8900000000000007,-0.0018130712068680156,0.1337997053471571,0.04964802196037007,-0.008442912676011032,-7.669210923250264e-19,-0.0007102002788591955,-0.17895658089699581,0.0005049163688387592,3,-0.11442772123920064,2.220446049250313e-16,13.405507792952568,-0.00019410876813422823,-0.0061238240788612786,-0.166186716680275,0.049807024883726084,0.0010551053426809164,-1.1643179965971783e-18,0.00036134218181840333,0.012694718986910892,0.00042036939333537173,3,-0.20909680788983076,6.661338147750939e-16,13.159553418665974,-0.00016180385436835587
445,0.8920000000000007,-0.0018302609335593566,0.1337997053471571,0.04964730770232054,-0.008613464932299354,-4.36253564890236e-19,-0.0003682622857419834,-0.19530041525069378,0.0011515558302353356,2,-0.5329514123994128,0.0,13.098609860855499,-0.00019401249272769927,-0.006122335846041779,-0.166186716680275,0.049807703231122144,0.0007438412363325235,-1.7250431316903468e-19,0.000337678600483029,0.006548281901869502,0.0004164271412390484,3,-0.20663732732761975,-2.220446049250313e-16,13.16006448673668,-0.00016118669187573098
446,0.8940000000000007,-0.0018490370221222981,0.1337997053471571,0.04964636404789628,-0.009408339975556738,-4.360840848392494e-19,-0.00048398518546762464,-0.21173377445546876,0.001178348747216701,2,-0.5381586380443892,0.0,13.108354977152839,-0.00019406430284468756,-0.006121463085418466,-0.166186716680275,0.04980833431264963,0.0004362383596108193,-5.032689209734835e-19,0.0003147695535568848,0.00047419850916836145,0.0004125284341524012,3,-0.2042258822198728,2.220446049250313e-16,13.160609373024851,-0.00016058715859532807
447,0.8960000000000007,-0.0018694149764772797,0.1337997053471571,0.04964522002368957,-0.010210975048874513,-4.359133375265766e-19,-0.0005852024138347379,-0.21354112446450557,0.0004660811743507666,3,-0.10158277779456215,8.881784197001252e-16,13.391213951659243,-0.0001942328486125161,-0.00612119861447992,-0.166186716680275,0.04980891975543772,0.00013222518966166328,-1.7274225310361991e-19,0.0002926655463167486,-0.0055290988480055136,0.000408680132061939,3,-0.2018616653526787,-2.220446049250313e-16,13.161174474926618,-0.00016000400006325327
448,0.8980000000000007,-0.0018900953700358486,0.1337997053471571,0.04964471757156194,-0.010362376740055808,8.866865846855167e-19,-0.0002645384400741153,-0.21554294208486435,0.0004147703641874112,3,-0.09954540214686092,0.0,13.347374987850177,-0.00019374244345337494,-0.006121535391372907,-0.166186716680275,0.04980946124672457,-0.00016826859463109754,-5.035040738733198e-19,0.000271396822677655,-0.011463121238824259,0.00040488746731011534,3,-0.19954386467887053,0.0,13.161748737402004,-0.00015943587182648544
449,0.9000000000000007,-0.0019110721248726537,0.1337997053471571,0.0496447261372931,-0.010510759508104527,8.867088215559763e-19,-9.163955925920013e-06,-0.23270664886046913,0.0011245729349189295,2,-0.5481662520734751,0.0,13.029880027636995,-0.0001927224942816705,-0.006122466512483853,-0.166186716680275,0.049809960500936924,-0.0004653121053486823,-5.036196137041344e-19,0.0002509771594807227,-0.017329329750592287,0.0004011543821809321,3,-0.19727166674250496,0.0,13.162323247928882,-0.00015888137349103632
450,0.9020000000000007,-0.001933680512484313,0.1337997053471571,0.04964430064561605,-0.011328351424352096,8.868877937580109e-19,-0.00022727467667356513,-0.24993595812653338,0.001168446481974575,2,-0.5549462853680569,0.0,13.05012678901095,-0.00019204566880168944,-0.006123985210016163,-0.166186716680275,0.04981041923315,-0.0007589732433647356,-5.037338350212415e-19,0.0002314070574842027,-0.023129140784035416,0.0003974837958370352,3,-0.1950442593477123,2.220446049250313e-16,13.162890891823615,-0.00015833907632157446
451,0.9040000000000007,-0.0019579407223313016,0.1337997053471571,0.04964350139845873,-0.012156043338371227,8.870678723358204e-19,-0.0004152410816449529,-0.26726543328965974,0.0012072283261117603,2,-0.5618903375219564,0.0,13.06704981968317,-0.0001916489611337724,-0.006126084849571334,-0.166186716680275,0.04981083913790149,-0.00104931870016637,-1.7320183284867473e-19,0.000212676418979948,-0.028863930313836998,0.00039387781552548,3,-0.19286083363245043,0.0,13.16344605921926,-0.0001578075454263736
452,0.9060000000000007,-0.0019838734305818112,0.1337997053471571,0.04964237880026839,-0.012994082066487346,8.8724944785242e-19,-0.0005780142719010843,-0.268525369628464,0.00043218641493585584,3,-0.0824080217921338,-4.440892098500626e-16,13.38550955505025,-0.0001914789047560428,-0.006128758927740026,-0.166186716680275,0.04981122187248683,-0.0013364139627784599,-1.7331350115064358e-19,0.0001947667889824978,-0.034535037331717776,0.000390337903807429,3,-0.19072058567143724,-2.220446049250313e-16,13.163984396227562,-0.0001572853574072497
453,0.9080000000000007,-0.002010051502931786,0.1337997053471571,0.04964188077095754,-0.013116885807386205,2.2597508935799906e-19,-0.0002658235895272105,-0.2863457925103447,0.0012004038181310309,2,-0.5722148504557951,-2.220446049250313e-16,13.03408842530024,-0.0001906638461629459,-0.006132001069707849,-0.166186716680275,0.04981156904399481,-0.001620323321086718,-5.040688666421005e-19,0.0001776532258034445,-0.0401437666432882,0.00038686501107769206,3,-0.18862271770605454,0.0,13.164502593866597,-0.00015677111422108397
454,0.9100000000000007,-0.0020379327971953827,0.1337997053471571,0.04964096124319264,-0.01397033470769921,-1.0448249784549052e-19,-0.0004777053297555121,-0.3042846894592979,0.0012438997652656856,2,-0.5801612809479839,-2.220446049250313e-16,13.053143770591088,-0.0001901673089523062,-0.006135805026879532,-0.166186716680275,0.049811882199454975,-0.0019011098770014263,-5.041780888440913e-19,0.000161305857262814,-0.045691391153558324,0.00038345968067648984,3,-0.18656643907723414,4.440892098500626e-16,13.164998209247226,-0.00015626345388581458
455,0.9120000000000007,-0.0020675409739995456,0.1337997053471571,0.049639676972691435,-0.014835624226982373,-4.349383124904515e-19,-0.0006612198830603786,-0.2928513682216986,-0.0001930558158974409,3,0.31322147742204254,2.220446049250313e-16,13.460166631794335,-0.00019044066816173433,-0.006140164674524243,-0.166186716680275,0.049812162818564265,-0.002178835555017441,1.5700374011644312e-19,0.00014569117058551697,-0.05117915374732177,0.00038012213234864776,3,-0.18455096692061734,2.220446049250313e-16,13.165469514297103,-0.0001557610585672456
456,0.9140000000000007,-0.00209621693069065,0.1337997053471571,0.04963923920924601,-0.014368318466947,-1.0440907309135491e-19,-0.000237267034584345,-0.27207445878778125,-0.0007645955275579364,2,0.5984376818404724,0.0,13.220904079018284,-0.00019241065207291352,-0.006145074009444124,-0.166186716680275,0.04981241230854231,-0.0024535611138148347,4.875417957147823e-19,0.00013077307699827165,-0.0566082688480704,0.0003768523285886858,3,-0.18257552667147525,0.0,13.165915367974751,-0.0001552626605006227
457,0.9160000000000007,-0.002123111734626219,0.1337997053471571,0.049638935083983406,-0.01347558025156262,-1.0462231944478962e-19,-0.00016915889720967652,-0.2619775813438734,-0.0003767011843689508,3,0.3039131582500264,-2.220446049250313e-16,13.394460731393195,-0.00019412297301678316,-0.006150527147667548,-0.166186716680275,0.04981263200073507,-0.002725346158615604,4.874360537576292e-19,0.00011651378601308478,-0.06197992372127084,0.00037365002744793813,3,-0.1806393524158254,-2.220446049250313e-16,13.1663351085046,-0.00015476704612971126
458,0.9180000000000007,-0.0021491019680317737,0.1337997053471571,0.049639281821712705,-0.013022240641348647,-4.353698558930207e-19,0.00015689283939140336,-0.24240568603488974,-0.0009019563396041597,2,0.5866992955712498,0.0,13.16777077009476,-0.000195118227574044,-0.006156518322168137,-0.166186716680275,0.04981282314864557,-0.002994249154066399,1.5668649060251718e-19,0.00010287451921628522,-0.06729527957384114,0.0003705148246256583,3,-0.17874168711742122,0.0,13.166728462665196,-0.0001542730587871105
459,0.9200000000000007,-0.002173345942220149,0.1337997053471571,0.04963960399253853,-0.01214707725591612,-4.355714553549547e-19,0.0001458281174215106,-0.23326537147008738,-0.0004838086824117509,3,0.2938707774562609,0.0,13.348089423179673,-0.0001960256050606221,-0.0061630418806102195,-0.166186716680275,0.049812986927121876,-0.0032603274374616506,1.5658294963861242e-19,8.981608896127172e-05,-0.07255547249061067,0.0003674461870688834,3,-0.1768817827438538,0.0,13.167095469588222,-0.00015377960018776726
460,0.9220000000000007,-0.002196715202058863,0.1337997053471571,0.04964043895263351,-0.011708767162061151,-4.3566475492411e-19,0.0004027867916542488,-0.21454885461795967,-0.0009813244311631664,2,0.5758840340847364,0.0,13.130023161682779,-0.00019636277180988537,-0.006170092283121091,-0.166186716680275,0.049813124432475216,-0.00352363723215624,1.5648047501035515e-19,7.729936357658798e-05,-0.07776161423986276,0.0003644434798368984,3,-0.17505890031029825,-4.440892098500626e-16,13.16743641689423,-0.000153285630964263
461,0.9240000000000007,-0.0022183703657998877,0.1337997053471571,0.04964113695150684,-0.010849776611934024,-4.358581844536682e-19,0.00033547559884406967,-0.20612465108629627,-0.0005435440576192097,3,0.28351675771339024,0.0,13.315880445022943,-0.0001967332753856632,-0.006177664100090227,-0.166186716680275,0.04981323668333807,-0.0037842336610446037,-5.049108218959654e-19,6.528563746260864e-05,-0.08291479297324023,0.00036150598761740737,3,-0.17327230985664266,0.0,13.16775178730709,-0.00015279017043607485
462,0.9260000000000007,-0.002239181612449351,0.1337997053471571,0.049642251836640526,-0.010426941237457157,-4.35944560884114e-19,0.0005444409495054615,-0.19782520094193703,-0.0005356811903603036,3,0.27921087883672646,2.220446049250313e-16,13.283392858410059,-0.00019663629523900689,-0.006185752009995358,-0.166186716680275,0.0498133246221033,-0.0040421707600066924,-5.050112297061566e-19,5.3736921682813684e-05,-0.08801607383988407,0.0003586329319875108,3,-0.17152129036908326,0.0,13.168042214158318,-0.00015229229577250897
463,0.9280000000000007,-0.002259161758780092,0.1337997053471571,0.04964368685745912,-0.01001052779020396,-1.0538487525342991e-19,0.0007050241981995616,-0.1896469228375581,-0.0005281816483260534,3,0.2750394582241482,0.0,13.256400321801252,-0.0001961702288535913,-0.006194350797255186,-0.166186716680275,0.04981338911681178,-0.004297501491237796,-5.051106360884914e-19,4.2616168289290455e-05,-0.09306649953049775,0.00035582348528709253,3,-0.16980512965755734,4.440892098500626e-16,13.1683084444259,-0.00015179114068392813
464,0.9300000000000007,-0.0022783232213321575,0.1337997053471571,0.049645361628579146,-0.009600335746054546,-1.0546902108462334e-19,0.0008254081038025595,-0.1815866402675904,-0.0005210037326750256,3,0.27098896106848425,-2.220446049250313e-16,13.234066084184757,-0.00019541702993577936,-0.006203455350108377,-0.166186716680275,0.049813430963378445,-0.004550277756396247,1.5608080474986544e-19,3.188743960337635e-05,-0.09806709076366821,0.00035307678178716356,3,-0.16812312419607034,0.0,13.168551308150386,-0.0001512858937519762
465,0.9320000000000007,-0.002296678056699748,0.1337997053471571,0.04964720963782157,-0.009196184767780455,-4.361970216269419e-19,0.0009125294086376759,-0.16398602666338014,-0.000996883434611448,2,0.550135449607976,0.0,13.038406586736754,-0.00019444470503858502,-0.006213060658518344,-0.166186716680275,0.04981345088806566,-0.004800550409513601,1.559833395379823e-19,2.1516031948875398e-05,-0.10301884672418986,0.00035039192669589214,3,-0.16647457893319761,2.220446049250313e-16,13.168771693239867,-0.00015077579649091372
466,0.9340000000000007,-0.002313395418522653,0.1337997053471571,0.049648647866551744,-0.008375625562200437,-4.363800549820506e-19,0.0007087458503203993,-0.15646512260634046,-0.0005523694318834132,3,0.26127593678073036,0.0,13.237709293692427,-0.00019379163440537417,-0.006223161812103267,-0.166186716680275,0.049813449550128945,-0.005048369269622697,4.865317482012776e-19,1.146856186326298e-05,-0.10792274546109946,0.0003477680034322762,3,-0.16485880707878686,-4.440892098500626e-16,13.16897052482486,-0.00015026014121670428
