time_s,q_left_hip_joint_rad,q_left_knee_joint_rad,q_left_wheel_joint_rad,dq_left_hip_joint_rad_s,dq_left_knee_joint_rad_s,dq_left_wheel_joint_rad_s,qdd_left_hip_joint_rad_s2,qdd_left_knee_joint_rad_s2,qdd_left_wheel_joint_rad_s2,ctrl_native_left_hip_joint_nm,ctrl_native_left_knee_joint_nm,ctrl_native_left_wheel_joint_nm,constraint_position_max_m,constraint_velocity_max_m_s,mechanical_energy_j
0.19400000000000014,-0.0010104852059854422,0.00032120297089154623,0.08854414442955544,-0.008602873853009,0.0031805007002720146,0.8882678441914346,-0.015621027904592669,0.013913352722356793,4.073051816901028,0.0014952253163382139,0.001990400221781867,0.0017253098937201755,0.0,0.0,0.00016298632073821892
0.19600000000000015,-0.0010277507384720756,0.0003276192590994875,0.0903368853892029,-0.008632766243316662,0.0032081441039706234,0.8963704798237311,-0.01494619515383059,0.01382170184930433,4.051317816148233,0.0015068513908512546,0.001992044851174564,0.0017163448854634158,0.0,0.0,0.00016602426567245357
0.19800000000000015,-0.001045073351950525,0.00033409046320509136,0.09214574343025508,-0.008661306739224689,0.003235602052801942,0.9044290205260935,-0.014270247954013696,0.013728974415659205,4.029270351181228,0.001518360869423513,0.0019935353417152722,0.0017072470712459337,0.0,0.0,0.00016907407453943378
0.20000000000000015,-0.0010624503383833946,0.0003406162080244646,0.0939706291158138,-0.008688493216434754,0.0032628724096866162,0.9124428427793575,-0.013593238605032597,0.013635178442337198,4.006911126631988,0.0015297528614837685,0.0019948715780740076,0.0016980171550311151,0.0,0.0,0.0001721350704906285
0.20200000000000015,-0.0010798789856941724,0.00034719611413199804,0.09581145176885748,-0.008714323655388873,0.003289953053766718,0.9204113265218389,-0.01291521947705957,0.013540322040050845,3.9842418712406835,0.0015410264855515786,0.0019960534568565433,0.0016886558510040303,0.0,0.0,0.00017520657188363324
0.20400000000000015,-0.0010973565779769754,0.00035382979789316447,0.09766811947925205,-0.008738796141401488,0.003316841880583214,0.9283338551972835,-0.012236243006307457,0.0134444134082479,3.9612643377223296,0.001552180869305483,0.001997080886612408,0.0016791638835161678,0.0,0.0,0.00017828789247256195
0.20600000000000016,-0.0011148803957065415,0.00036051687149766707,0.09954053911085714,-0.00876190886478305,0.0033435368022512978,0.9362098158025466,-0.011556361690780613,0.01334746083404195,3.9379803026315603,0.0015632151496505048,0.001997953787841965,0.0016695419870293912,0.0,0.0,0.0001813783415999709
0.20800000000000016,-0.0011324477159484518,0.0003672569429929342,0.10142861630872714,-0.008783660120955114,0.0033700357476335674,0.9440385989349975,-0.01087562808603273,0.013249472691134738,3.914391566225471,0.0015741284727849316,0.0019986720930025618,0.001659790906059104,0.0,0.0,0.00018447722439025781
0.21000000000000016,-0.0011500558125695658,0.00037404961631795625,0.10333225550640643,-0.008804048310556969,0.0033963366625110233,0.9518195988396473,-0.010194094800927672,0.013150457438727952,3.8904999523248827,0.001584919994266381,0.001999235746513756,0.0016499113951166453,0.0,0.0,0.00018758384194446405
0.21200000000000016,-0.0011677019564486533,0.00038089449133746,0.10525135993331841,-0.008823071939543757,0.003422437509751878,0.9595522134559942,-0.009511814493393882,0.013050423620427324,3.866307308173442,0.001595588879077142,0.001999644704761618,0.0016399042186509046,0.0,0.0,0.00019069749153644813
