tick,time_s,profile,status,solver_status,hard,wbc_time_s,contact_left,contact_right,planner_xi,planner_dxi,planner_ddxi,xi_common,dxi_common,xi_differential,dxi_differential,common_error,differential_error,max_normalized_slack,max_wrench_residual,max_torque,tau0,tau1,tau2,tau3,tau4,tau5
34,0.35000000000000026,step,0,0,5.64251789736403e-09,0.00026469699999999999,1,1,-0.011157172669780779,0,0,-0.011362970195091871,0.014371387275634433,-0.0016193492566426212,-0.0019510749073449584,0.00020579752531109212,3.5826082511963495e-05,0.00012890507671558786,0.0064452537438267673,3.2374445892710586,-0.071166475281847594,-3.1569258552842125,-1.5107408091023662e-06,0.045472570440354763,-3.2374445892710586,-1.5136000146578283e-06
35,0.36000000000000026,step,0,0,1.8123453848772897e-09,0.00027359800000000001,1,1,-0.011157172669780779,0,0,-0.011219477748975203,0.014271624734018927,-0.0016300635158290585,-0.00052297053469520238,6.2305079194423935e-05,4.6540341698400774e-05,8.8283035337942284e-05,0.0044141517179624714,3.2440106642926771,-0.065973494131547836,-3.1544562528447289,-1.1982244387066639e-06,0.034978953467354718,-3.2440106642926771,-1.1934786025970851e-06
36,0.37000000000000027,step,0,0,2.8373468174833016e-10,0.000278621,1,1,-0.011157172669780779,0,0,-0.011087980658722591,0.012380438053550009,-0.0016310112105254711,0.00017416321339365232,-6.9192011058188257e-05,4.7488036394813422e-05,6.5876005287610645e-05,0.0032938002381855918,3.2473817139048884,-0.062114596740960593,-3.1527467377882141,-8.848735720634516e-07,0.030080666750062296,-3.2473817139048884,-8.7593338669573564e-07
37,0.38000000000000028,step,0,0,4.2402603650515402e-10,0.00027521099999999998,1,1,-0.011157172669780779,0,0,-0.010977508177794557,0.010171449747701861,-0.0016273121823165773,0.00049552701126339208,-0.00017966449198622211,4.3789008185919631e-05,5.3509720844733587e-05,0.0026754860278446189,3.2492336744313626,-0.059341737343678425,-3.1515811150042774,-6.3905298529159816e-07,0.027751704300004287,-3.2492336744313626,-6.2768830138267176e-07
38,0.39000000000000029,step,0,0,7.3787712606687705e-09,0.00026955300000000001,1,1,-0.011157172669780779,0,0,-0.010925418458048218,0.00067976336808740247,-0.0015885705297539725,0.0072281151532179993,-0.00023175421173256099,5.0473556233148614e-06,0.00016914220117979946,0.0084571103419715903,3.2724347485656082,-0.002746601233452101,-3.1192017668325449,-3.6484492297964071e-07,-0.010683987294875224,-3.2724347485656082,-3.0813004194616644e-07
39,0.4000000000000003,step,0,0,8.8543850029765281e-09,0.00026716000000000001,1,1,-0.011157172669780779,0,0,-0.010966112985166707,-0.0091431136583534425,-0.0014942222159493607,0.009321711736618131,-0.0001910596846140724,-8.9300958181296949e-05,0.00027894840186080418,0.013947420230715789,3.2808937972646124,0.033246038692618697,-3.0983566571172085,-2.7392552701261755e-07,-0.024265044747591828,-3.2808937972646124,-1.9450173162259725e-07
40,0.41000000000000031,step,0,0,4.4710187411813838e-09,0.00031258399999999997,1,1,-0.011157172669780779,0,0,-0.011070485873059061,-0.0099276947159187071,-0.0014608163542217563,-0.001725271863599079,-8.6686796721718862e-05,-0.00012270681990890139,3.8247296965632506e-05,0.00191236525621612,3.240128038885008,-0.030210778930230279,-3.1349057072178921,-4.6544584554295542e-07,0.04483126092140511,-3.240128038885008,-4.5011784384014791e-07
41,0.42000000000000032,step,0,0,3.7840633987133037e-09,0.00026988000000000001,1,1,-0.011157172669780779,0,0,-0.011154290407765048,-0.0074293872782504808,-0.001525146791661069,-0.0096046247201783223,-2.8822620157312184e-06,-5.8376382469588727e-05,0.00030552177746928156,0.015276089221337002,3.2060339292384281,-0.089304358020958124,-3.1692363066678193,-7.2154132333590825e-07,0.10182806375154939,-3.2060339292384281,-7.6117881751006973e-07
42,0.43000000000000033,step,0,0,1.0477961165378247e-08,0.000271012,1,1,-0.011157172669780779,0,0,-0.011153735463359382,0.0049422040941935388,-0.0015902818741791776,-0.0045926657278007304,-3.4372064213975678e-06,6.7587000485199583e-06,0.00018070502295788275,0.0090352509898900795,3.2268936270834758,-0.078452254144382727,-3.1628064546390293,-1.1831341440381619e-06,0.064708276528310071,-3.2268936270834758,-1.1988536574589756e-06
43,0.44000000000000034,step,0,0,3.170189200386388e-09,0.00026894100000000003,1,1,-0.011157172669780779,0,0,-0.011100351233082596,0.0036268090308140231,-0.0015999494123667248,0.0030565786866124413,-5.6821436698183125e-05,1.6426238236067099e-05,4.9653475645354863e-05,0.0024826740738469917,3.2546454797426576,-0.030599951010675631,-3.1354470006841764,-1.1327409792731926e-06,0.017613624954586717,-3.2546454797426576,-1.1026334825250229e-06
44,0.45000000000000034,step,0,0,1.3382392989361269e-09,0.00026177600000000002,1,1,-0.011157172669780779,0,0,-0.01106999686686444,0.0046650414927947503,-0.0015451875261656639,0.005363399161261267,-8.7175802916339418e-05,-3.8335647964993745e-05,0.00014872754005595081,0.007436377125917438,3.2683799080382854,-0.010889880974539017,-3.1239931376975498,-1.1912824920603652e-06,-0.0054661548121885308,-3.2683799080382854,-1.1412383355120314e-06
45,0.46000000000000035,step,0,0,2.9717487523040853e-09,0.00027320399999999998,1,1,-0.011157172669780779,0,0,-0.01102310512019827,0.0027216043568737084,-0.0015255951481425922,-0.0019397023948644464,-0.00013406754958250958,-5.7928025988065492e-05,6.3057666322129474e-05,0.003152883586880457,3.2422947058595852,-0.053782147355686462,-3.1491330025350326,-1.0700821073629307e-06,0.039730362727396565,-3.2422947058595852,-1.0626247818227851e-06
46,0.47000000000000036,step,0,0,1.1576756331344029e-08,0.00026938899999999998,1,1,-0.011157172669780779,0,0,-0.011080798802202602,-0.010065276469870196,-0.0015431319365985336,-0.0028223385558046156,-7.6373867578177074e-05,-4.0391237532124043e-05,9.6419377954395713e-05,0.0048209689467828484,3.2292872744001389,-0.046994071269179399,-3.1457705825988813,-8.8047552026406401e-07,0.062301852315127242,-3.2292872744001389,-8.8030037700128776e-07
47,0.48000000000000037,step,0,0,1.1578379699450636e-08,0.00026843700000000001,1,1,-0.011157172669780779,0,0,-0.011097202560801947,0.003877365903686307,-0.0015608222812677104,-0.0011117328571246185,-5.997010897883237e-05,-2.2700892862947269e-05,4.9340358648345985e-05,0.002467017875130153,3.2420821152208621,-0.052701005404696258,-3.1486429827921643,-1.4412868995525889e-06,0.039042129798759199,-3.2420821152208621,-1.4323707344003761e-06
48,0.49000000000000038,step,0,0,2.6544783216607935e-09,0.00027167400000000001,1,1,-0.011157172669780779,0,0,-0.011061041841995058,0.0034709400749228739,-0.0015363688391802849,0.0047548067960232285,-9.613082778572174e-05,-4.7154334950372766e-05,0.00014408210645418278,0.0072041055669023225,3.2659957834050504,-0.012623933990173201,-3.1256446140198246,-1.4801160440479334e-06,-0.0015518347269007369,-3.2659957834050504,-1.4326431598775581e-06
49,0.50000000000000033,step,0,0,2.1727424416370159e-09,0.00026671900000000001,1,1,-0.011157172669780779,0,0,-0.01102121371664639,0.0010490812606091422,-0.0015179125520515787,-0.00062360669241345867,-0.00013595895313438938,-6.5610622079079021e-05,1.0408501343354458e-05,0.00052042526505217002,3.2466361992676762,-0.042783833752956857,-3.1433733247023965,-1.391016186022765e-06,0.032205609029284522,-3.2466361992676762,-1.3744725339371932e-06
50,0.51000000000000034,step,0,0,1.631307022798012e-08,0.00027188400000000001,1,1,-0.01110717266978078,0.0050000000000000001,0.5,-0.011060482000451455,-0.0038346094639500972,-0.0015392541148954034,-0.003640533997337673,-4.6690669329324877e-05,-4.4269059235254281e-05,0.00011144747466651128,0.0055723738690553973,3.2224569068271687,-0.044188213174363014,-3.1451064760501559,-9.9008580506910976e-07,0.074656962306846403,-3.2224569068271687,-9.942831622205395e-07
51,0.52000000000000035,step,0,0,5.9364774207537607e-09,0.000263596,1,1,-0.01100717266978078,0.01,0.5,-0.011009775874500582,0.0090034444615700003,-0.0015426160069801284,0.0034811549614884524,2.6032047198022018e-06,-4.0907167150529278e-05,0.00010816249628118387,0.0054081250926391634,3.2529122854710284,-0.006829815934809174,-3.1235165660244988,-1.2273217766754231e-06,0.022060481920276476,-3.2529122854710284,-1.1881449395450038e-06
52,0.53000000000000036,step,0,0,3.0088768143698985e-09,0.000269318,1,1,-0.010857172669780779,0.014999999999999999,0.49999999999999989,-0.010856637492175979,0.017496495812741247,-0.0015363109373025636,-0.0029304877108576018,-5.3517760480008281e-07,-4.7212236828094063e-05,8.4333918428026685e-05,0.0042166961690212551,3.2324552644120788,-0.050926089667738206,-3.1493492259030247,-9.7548558790829242e-07,0.057848840526054032,-3.2324552644120788,-9.7482034273282121e-07
53,0.54000000000000037,step,0,0,2.071910084478207e-09,0.00026640099999999999,1,1,-0.010670652356527664,0.018652031325311444,0.36520313253114445,-0.010697375094093981,0.01828715297599344,-0.0015397389600488292,0.0019881339940880476,2.6722737566316906e-05,-4.378421408182849e-05,6.7849855650775067e-05,0.0033924929733449905,3.2503807983206876,-0.019150442254319319,-3.1315951367437469,-6.2344811853904212e-07,0.027703031038637901,-3.2503807983206876,-5.9296764559414917e-07
54,0.55000000000000038,step,0,0,7.7573233392413954e-09,0.00026274399999999998,1,1,-0.010459735696574579,0.02109166599530855,0.24396346699971058,-0.010447698236981728,0.027379696612539861,-0.0015336171932428394,-0.001986773602767675,-1.2037459592851088e-05,-4.990598088781828e-05,5.019302469073646e-05,0.0025096513840479799,3.2426415535540021,-0.053933080188846252,-3.1520568210761564,-3.0254646045335182e-07,0.041702595427478319,-3.2426415535540021,-2.9564732138226793e-07
55,0.56000000000000039,step,0,0,3.5022934552486618e-09,0.00028257199999999998,1,1,-0.010233884822999424,0.02258508735751542,0.14934213622068704,-0.010219132977265285,0.02323198881642323,-0.0015303138480352628,0.0024811129739097399,-1.4751845734139318e-05,-5.3209326095394853e-05,9.1538444034768701e-05,0.0045769223788791084,3.2580463615273132,-0.021216667302243943,-3.1340981461795101,3.2408766469915421e-07,0.016524147709708618,-3.2580463615273132,3.5872781085592704e-07
56,0.5700000000000004,step,0,0,3.913157908819187e-09,0.00026685800000000003,1,1,-0.010000419607107703,0.023346521589172081,0.076143423165666094,-0.0099635062280186773,0.027131633543835063,-0.0015413273416845291,-0.0034078410345323735,-3.6913379089025325e-05,-4.2195832446128602e-05,9.4612027713798739e-05,0.0047306016211207088,3.2393473658862342,-0.065506626661129122,-3.1602589842923061,7.9981817425557146e-07,0.049638867139097598,-3.2393473658862342,7.973402017332922e-07
57,0.5800000000000004,step,0,0,3.3500845431078119e-09,0.00026428200000000002,1,1,-0.0097649404767657325,0.023547913034197,0.020139144502491838,-0.0097243471874590513,0.022482572697495009,-0.0015342834783465837,0.0017125551269739879,-4.0593289306681268e-05,-4.9239695784073986e-05,6.9202655401053164e-05,0.0034601329758097423,3.2576346546783572,-0.02838826434935475,-3.1398056431398507,1.4186436597256863e-06,0.019601396971376563,-3.2576346546783572,1.4483355595429601e-06
58,0.59000000000000041,step,0,0,3.7982761380561669e-09,0.00026022900000000001,1,1,-0.0095316721212587632,0.023326835550696982,-0.022107748350001788,-0.0094753235467996758,0.025904485390124531,-0.0015404988220937563,-0.0004598535566741925,-5.6348574459087405e-05,-4.302435203690138e-05,1.7005329366015235e-06,8.502661013464056e-05,3.2529571708669227,-0.048320924543084197,-3.1518894804883106,1.8257214944556317e-06,0.028588729595867831,-3.2529571708669227,1.8415521621712224e-06
59,0.60000000000000042,step,0,0,1.9742927293009416e-09,0.00027695399999999999,1,1,-0.0093037425384893974,0.022792958276936549,-0.053387727376043304,-0.0092590184311956512,0.022795287639551746,-0.001532791392540046,0.0016560741576394748,-4.4724107293746262e-05,-5.0731781590611716e-05,7.1628753904209486e-05,0.003581437783198652,3.2610307013273738,-0.031936863447328483,-3.1432273035888376,2.3228503337755628e-06,0.015916332051012297,-3.2610307013273738,2.3525487547783741e-06
60,0.61000000000000043,step,0,0,2.4949032839671759e-09,0.000272114,1,1,-0.009083409268221888,0.022033327026751023,-0.075963125018552527,-0.0090545742100635231,0.01901495526287016,-0.0015396758807383185,0.0011625406349469875,-2.8835058158364901e-05,-4.3847293392339139e-05,5.4602726636362703e-05,0.002730136307445325,3.2579810148140598,-0.033251680266000325,-3.1447815995579029,2.8052222141119546e-06,0.022382429432161788,-3.2579810148140598,2.8312714865853074e-06
61,0.62000000000000044,step,0,0,2.5287072435986602e-09,0.00026243499999999999,1,1,-0.0088722425124345191,0.021116675578736928,-0.091665144801409554,-0.0088454047568855831,0.020945873918197931,-0.0015557615989966957,-0.0023170629520884081,-2.6837755548935957e-05,-2.7761575133962001e-05,6.1057587339841159e-05,0.0030528795126876038,3.2467148941424018,-0.061074311164323845,-3.16129587486832,3.1142413432113219e-06,0.04264143480277674,-3.2467148941424018,3.1174622183195548e-06
