scenario,episode,tick,physics_begin,physics_end,source_time_ns,receipt_time_ns,core_status,probe_status,dt_s,command_attempted,command_accepted,probe_command_attempted,probe_command_accepted,fault_event,injected_torque_nm,zoh_ctrl_max_difference,contact_left,contact_right,base_position_0,base_position_1,base_position_2,base_quaternion_0,base_quaternion_1,base_quaternion_2,base_quaternion_3,base_linear_velocity_0,base_linear_velocity_1,base_linear_velocity_2,base_angular_velocity_0,base_angular_velocity_1,base_angular_velocity_2,q_0,q_1,q_2,q_3,q_4,q_5,dq_0,dq_1,dq_2,dq_3,dq_4,dq_5,tau_0,tau_1,tau_2,tau_3,tau_4,tau_5,ctrl_0,ctrl_1,ctrl_2,ctrl_3,ctrl_4,ctrl_5
faults,0,10,50,55,100000000,100000000,0,-1,0.01,1,1,0,0,none,0,0,1,1,-0.082528699316809367,-5.6336930639012641e-05,0.56680969505112733,0.99998966110592935,2.312105509247934e-05,-0.0045428524284503525,0.00019909414674129015,-0.082897865984376928,-0.0021520534517076944,-0.011818605071499432,0.0034588927332536261,-0.14565552608961538,0.0019473114522218326,-1.088112867577135,1.9002754367253709,0.061136761591507764,-1.0977597731752511,1.9066369746015135,0.064031187541460435,4.6528963219030377,-6.5158822346697862,1.726607205210636,4.3169370863531098,-6.2468695123525766,1.7823347506520635,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0
faults,0,11,55,60,110000000,110000000,0,-1,0.01,1,1,0,0,none,0,0,1,1,-0.083365522696037586,-7.686229877637255e-05,0.5666888030734526,0.9999860504514464,4.1628886607378912e-05,-0.0052782501433674828,0.00019298957867958249,-0.084052473675230929,-0.0019762469745993566,-0.012238524157275686,0.0038421087363928472,-0.14776141978863427,-0.0028437108632215591,-1.0393173521548231,1.8302953562475039,0.080946117108269211,-1.0522122110741789,1.8394741704849982,0.084155605466771283,5.0332374885137598,-7.3279062133626178,2.1566406431634024,4.7148508865931129,-7.0373593167654658,2.1727181562598386,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0
faults,0,12,60,65,120000000,120000000,0,-1,0.01,1,1,0,0,none,0,0,1,1,-0.084207307801098571,-9.5239752044807546e-05,0.56656496844635373,0.99998187328989696,6.0415131307059521e-05,-0.0060182986455206656,0.00017182274034137032,-0.084121089572844809,-0.0017386260361913399,-0.012454034589673989,0.0037338708918654186,-0.14793184985985794,-0.0048531728089308392,-0.98657505294983627,1.7517716413510702,0.10534681011619776,-1.0025865741730129,1.7640038248219283,0.10850000688631484,5.4392217248557122,-8.2131927263398108,2.6360933975522438,5.1311014193614435,-7.8973171637545647,2.6162902864563602,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0
faults,0,13,65,70,130000000,130000000,0,-1,0.01,1,1,0,0,none,0,0,1,1,-0.085043828990796405,-0.000110974656321568,0.56644002466411336,0.99997717828603938,7.764258624297837e-05,-0.0067539319079528929,0.00014588523779886781,-0.083217059438543378,-0.0014587152437311049,-0.012499623140253992,0.0033158097941858983,-0.14638224611288708,-0.0052322666099485189,-0.92954054529846575,1.6638326025038843,0.13488153106862144,-0.94860855098061303,1.6794088646827747,0.13762683291985214,5.8863496958174659,-9.1960869701829502,3.1735340119536897,5.5813584182568823,-8.848200839884651,3.1186799006930253,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0
faults,0,14,70,75,140000000,140000000,0,-1,0.01,1,1,0,0,none,0,0,1,1,-0.085866366465943755,-0.0001237219858998875,0.56631546328475313,0.99997203187514117,9.2194947586778296e-05,-0.0074774561031511642,0.00012090417394441072,-0.081517954537939669,-0.0011485206132137011,-0.012410778696117878,0.002713141138923483,-0.14343127690527255,-0.0047467728756978734,-0.86767846280096905,1.5652999513000139,0.17020614408371687,-0.88981964350453246,1.5846010664122994,0.17218337353964536,6.3962812587770639,-10.312176693474507,3.7824872065145381,6.0861765043645066,-9.9215000437812666,3.6905717679419396,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0
faults,0,15,75,80,150000000,150000000,0,-1,0.01,1,1,0,0,none,0,0,1,1,-0.086668475217046403,-0.00013321230461770629,0.56619235995809036,0.99996650675869236,0.00010341400170075833,-0.0081831978370670369,9.9697152787170466e-05,-0.079288735780021741,-0.00081253251096237954,-0.012234573597816333,0.0020004450561060027,-0.13954788318040898,-0.003866455451457103,-0.80018184470402332,1.4545351297376241,0.21216007330687564,-0.82551065976651539,1.4780862680376199,0.21296893378328668,7.0005193827090952,-11.615788392958599,4.485181444771464,6.6742148077805137,-11.164989553753896,4.350704142613476,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0
faults,0,16,80,85,160000000,160000000,0,-1,0.01,1,1,0,0,none,0,0,1,1,-0.087447117095137292,-0.00013916508666169327,0.56607118465293549,0.99996066451419741,0.00011086040329202492,-0.0088684933306040752,8.3428661458155421e-05,-0.076929660428662741,-0.00044531022105639582,-0.012042792726659887,0.0012039477315233314,-0.13543898706695354,-0.0028367284850080061,-0.72583292038406089,1.3291725133890246,0.2618912863666204,-0.75460635639527029,1.3577361679511277,0.26104604692410677,7.747938049142749,-13.194579025036759,5.3194872468994161,7.3885348799601127,-12.654703699460526,5.1314789217142565,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0
faults,0,17,85,90,170000000,170000000,0,-1,0.01,1,1,0,0,none,0,0,1,1,-0.088204594490277635,-0.00014114323069514594,0.56595141815114125,0.99995452792083339,0.00011404718454121182,-0.0095353978624402348,7.2604883402920841e-05,-0.075085584839418101,-2.2324886816224579e-05,-0.011957377855180357,0.00028803107728642163,-0.1322449144431472,-0.0017152411327007889,-0.64274184340575125,1.1856194511370195,0.3210903087010466,-0.6754504817227569,1.220371715937866,0.31793939547333888,8.7211334113397196,-15.20060528409681,6.3533516877117719,8.2997773975694429,-14.519818390761889,6.0905169414096259,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0
faults,0,18,90,95,180000000,180000000,0,-1,0.01,1,1,0,0,none,0,0,1,1,-0.08895245182032159,-0.00013820241878363828,0.56583071419884312,0.99994802972480179,0.00011197515909762781,-0.010194148960284689,6.8103061546881681e-05,-0.074925023484864642,0.0005320387684162515,-0.012215223308385573,-0.00091183802146536062,-0.13203663852243847,-0.00032576718277543446,-0.54780209035700644,1.0180208769584798,0.39247118641050094,-0.58536833051933934,1.0609270051051645,0.38602902191004218,10.075850167041828,-17.92468561657731,7.7190004735696176,9.5367093713592173,-17.000218689382276,7.3372908664636523,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0
faults,0,19,95,100,190000000,190000000,0,-1,0.01,1,1,0,0,none,0,0,1,1,-0.089720948498551112,-0.00012774068543082087,0.56570271493715307,0.9999408945769872,0.00010179478046446332,-0.010871597778708116,7.315829407803389e-05,-0.078974648541058332,0.001477217791492401,-0.013374572604049104,-0.0029864978308855048,-0.13930546100167449,0.0020811302799725326,-0.43539279979415313,0.81580682250125691,0.48090153174074951,-0.47966388229069856,0.87054824342044479,0.46943523849040797,12.151290284278296,-22.003792862814105,9.7077547884223705,11.36775645778738,-20.600019445505069,9.1039398443795374,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0
faults,1,0,0,5,0,0,0,-1,0,1,1,1,0,reset_old_recovery,0,0,1,1,-0.077378152000000006,8.0999999999999997e-07,0.56772232,1,0,0,0,0,0,0,0,0,0,-1.3267204093873923,2.2088002548867229,0,-1.3267204093873923,2.2088002548867229,0,-0,-0,-0,-0,-0,-0,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0
faults,1,1,5,10,10000000,10000000,0,-1,0.01,1,1,0,0,none,0,0,1,1,-0.077450418208651811,8.153608937871119e-07,0.56767109922066095,0.9999999976752364,-2.8586608916533717e-09,-6.8187438960041035e-05,-1.7666274034704302e-08,-0.012128522200656291,9.0963786709756494e-07,-0.0075956320280430797,-1.0282700716988099e-06,-0.022656951515659128,-5.3640820431038769e-06,-1.3240375492707488,2.2056465323639709,0.00033567406749185433,-1.3240369434159545,2.2056462940864319,0.00033360405642924212,0.45170596324120016,-0.53135533581354222,0.057193797023046243,0.45180631247702874,-0.53139535687503314,0.056844817858207206,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0
faults,1,2,10,15,20000000,20000000,0,-1,0.01,1,1,0,0,none,0,0,1,1,-0.077646210162876816,8.303213486969484e-07,0.56757649804606602,0.99999996928992929,-1.2361021360397687e-08,-0.00024783086531876113,-5.1162826904246023e-08,-0.024545346343838419,1.8906528970791909e-06,-0.010264777335624158,-2.5366178330583735e-06,-0.044674106303305351,-7.1480346312605405e-06,-1.3166929668466034,2.196972797098268,0.0013089160940548887,-1.3166908078807749,2.1969719208317064,0.0013010829665610765,0.9243021142595147,-1.0945320883493093,0.12598893894824331,0.92449177805292115,-1.0946111966291625,0.12525528834489583,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0
faults,1,3,15,20,30000000,30000000,0,-1,0.01,1,1,0,0,none,0,0,1,1,-0.077964753239313594,8.550859128993058e-07,0.56747206003989592,0.99999985721188223,-3.0497540793640561e-08,-0.00053439330757543699,-8.3742038280952069e-08,-0.036621611740532162,2.8590132328320267e-06,-0.010248291432998706,-4.39521113276596e-06,-0.065484428786933765,-5.6515586579744382e-06,-1.3045885202449659,2.1825353408695527,0.0030747384587340655,-1.3045840453493642,2.1825334747374927,0.0030569803965207667,1.4011396123328514,-1.6794369116771273,0.21352091601793585,1.4013951172772756,-1.6795476444466082,0.21234625726863235,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0
faults,1,4,20,25,40000000,40000000,0,-1,0.01,1,1,0,0,none,0,0,1,1,-0.078395366395373492,8.8879986765719541e-07,0.56737926080567136,0.99999958030463487,-5.8362900287575387e-08,-0.00091618259135126774,-9.983174890261725e-08,-0.04702549825966694,3.6822028816074266e-06,-0.0085928311834732145,-6.3431589626614909e-06,-0.083031428187259324,-1.3824996237584099e-06,-1.287749831554188,2.1621255495334499,0.0058913257433190211,-1.2877425995290395,2.1621224708688822,0.0058587158583235099,1.8699642516798365,-2.2838252934677024,0.33187770647013642,1.8702475695521656,-2.2839504946896021,0.33017198152535665,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0
faults,1,5,25,30,50000000,50000000,0,-1,0.01,1,1,0,0,none,0,0,1,1,-0.078917044629639554,9.2939852458267448e-07,0.56729876448676886,0.99999905466309624,-9.5077372358205546e-08,-0.0013750174169161989,-9.2999180273968706e-08,-0.055413996350980099,4.2874737106187615e-06,-0.0079042925836620339,-7.980574807764078e-06,-0.09732953264762878,3.109718511112951e-06,-1.2663570791487115,2.1356206953551484,0.010098604846210193,-1.2663470661753251,2.1356164048483568,0.010045287107631366,2.3154972652379744,-2.8955377981106012,0.48416015859838529,2.3157667495993901,-2.895652969827414,0.48183664971926071,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0
faults,1,6,30,35,60000000,60000000,0,-1,0.01,1,1,0,0,none,0,0,1,1,-0.079514931461135349,9.7501168048782025e-07,0.56721778496928532,0.9999981957864057,-1.3890510333673587e-07,-0.0018995851943746712,-6.5633768365400864e-08,-0.062543777289389008,4.722212463884129e-06,-0.0083113404338569369,-9.2733389566800125e-06,-0.10971400749242477,6.9661906864630303e-06,-1.2406447980064912,2.1029489997599708,0.016026028008077651,-1.2406323750451889,2.1029437577959982,0.015945423264245404,2.739166378708954,-3.5168196417009621,0.66983661922760696,2.7393831342381318,-3.5168974534709143,0.66682984597473283,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0
faults,1,7,35,40,70000000,70000000,0,-1,0.01,1,1,0,0,none,0,0,1,1,-0.080177024274718622,1.0240421656835745e-06,0.56713010289648191,0.99999692412488517,-1.8819033887665067e-07,-0.0024802702944305925,-2.0624503926111912e-08,-0.068496372747171658,5.0045244276571348e-06,-0.0090939479128253273,-1.0248063854420318e-05,-0.12015783099232165,1.0291699838281326e-05,-1.2108005346041191,2.0639623633298423,0.024028893802279478,-1.2107864666184962,2.0639567358291449,0.023913856426045141,3.1459822118409622,-4.1561115658563885,0.89235504322568238,3.1461065653002183,-4.1561191396512749,0.88861582521894766,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0
faults,1,8,40,45,80000000,80000000,0,-1,0.01,1,1,0,0,none,0,0,1,1,-0.080891699198006442,1.0750933648002714e-06,0.56703413464913932,0.99999517250590475,-2.4146942508467199e-07,-0.0031072439277286465,3.9706060290288088e-08,-0.07329237252270103,5.1564182582387721e-06,-0.0099253623259490022,-1.0949208241043979e-05,-0.12862039820738161,1.3193437748196165e-05,-1.1769656336146395,2.018437643066862,0.0344916330454784,-1.176951083711318,2.0184325651538328,0.034334684933662235,3.5405211700247508,-4.8205353067018084,1.1542848891394917,3.5405132796193741,-4.8204328118322763,1.1497920897510565,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0
faults,1,9,45,50,90000000,90000000,0,-1,0.01,1,1,0,0,none,0,0,1,1,-0.081647418907478203,1.1270255379006486e-06,0.56693033937471926,0.99999289158722393,-2.9753557755967734e-07,-0.0037705138803227544,1.1346853150379566e-07,-0.076936134812996909,5.2062754583477995e-06,-0.010663768879899034,-1.143243560240135e-05,-0.13507613973167681,1.5743811092910905e-05,-1.1392314841049913,1.9660796917489087,0.047820845879988624,-1.1392180138356318,1.9660765485510945,0.047614521562392646,3.9281757792188623,-5.5175218940633037,1.457666934914329,3.927995755349901,-5.5172605621764053,1.4524381129266879,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0
faults,1,10,50,55,100000000,100000000,0,-1,0.01,1,1,0,0,none,0,0,1,1,-0.082432710284772753,1.1790309080065721e-06,0.56682003722343977,0.9999900539601162,-3.5549890178735716e-07,-0.0044600426767267744,1.9905945416097204e-07,-0.079437821646887771,5.1907900605686127e-06,-0.011251496313616842,-1.1767021524411203e-05,-0.13952905207951585,1.799304464258208e-05,-1.0976270198327049,1.9065109412240004,0.064442916004018233,-1.0976165942881988,1.9065116744255624,0.064180210020741937,4.3158294802350818,-6.25600085263748,1.8045133672340483,4.3154364435753845,-6.255519934175668,1.7986148144243037,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0
faults,1,11,55,60,110000000,110000000,0,-1,0.01,1,1,0,0,none,0,0,1,1,-0.083236316875574312,1.2307322304657552e-06,0.56670486841705947,0.99998665643334284,-4.1487701639796482e-07,-0.0051659418312861713,2.9514477178535273e-07,-0.080828511413658113,5.157720528893085e-06,-0.011669832484082883,-1.2044321931183048e-05,-0.14202822970737877,2.0002039397672102e-05,-1.05210089541021,1.8392496402653056,0.084807492475196894,-1.0520959065550324,1.8392568950838224,0.084482407835975951,4.7123366495132561,-7.047548311815464,2.1974598820184839,4.7116862518046148,-7.0467702433073649,2.1910169243841167,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0
faults,1,12,60,65,120000000,120000000,0,-1,0.01,1,1,0,0,none,0,0,1,1,-0.084047481184841857,1.2823203264931369e-06,0.56658653257404423,0.99998272002687993,-4.7574522002349593e-07,-0.0058787453810878231,4.0083965589566804e-07,-0.081172137738919486,5.1707821189686621e-06,-0.011919825361908823,-1.2392552141078046e-05,-0.14268397712996342,2.1885114565630289e-05,-1.0024985493028729,1.7636750244609571,0.10939875656716536,-1.002501876429452,1.7636923619458278,0.10900696496931375,5.1290893724427322,-7.9078464973139289,2.6406406417348531,5.1281291583775674,-7.9066690148862824,2.6338496432337766,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0
faults,1,13,65,70,130000000,130000000,0,-1,0.01,1,1,0,0,none,0,0,1,1,-0.084856340920313689,1.3347656443336965e-06,0.56646663952850562,0.99997828723840243,-5.3898787588336802e-07,-0.0065897686753155866,5.1613237684663457e-07,-0.080576873537779842,5.3191836651131807e-06,-0.012015308294309829,-1.3002217130605015e-05,-0.14168581983003317,2.3863436643705119e-05,-0.94853166077388862,1.6789739413133455,0.13875742872573407,-0.94854679572698908,1.679006159293579,0.13829707311977402,5.5809487888797404,-8.8588683631109681,3.1409198069360778,5.5796102907695611,-8.8571512331332496,3.1340643088843199,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0
faults,1,14,70,75,140000000,140000000,0,-1,0.01,1,1,0,0,none,0,0,1,1,-0.085654452085274863,1.3901786935173177e-06,0.56634658992076026,0.99997341612705548,-6.0673387701535048e-07,-0.0072915731091331521,6.4264494878153019e-07,-0.079209237662885512,5.7371005517936433e-06,-0.011982109677221988,-1.4173942057098193e-05,-0.13932666352509998,2.6344465599674125e-05,-0.88973412256611839,1.5840579049156438,0.17351859138019787,-0.88976540472372967,1.5841115463260165,0.17299129574839794,6.0879398740130215,-9.9324714966487804,3.7097589525599224,6.0861251586311846,-9.9300132851223495,3.70323419361576,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0
faults,1,15,75,80,150000000,150000000,0,-1,0.01,1,1,0,0,none,0,0,1,1,-0.086435498849851716,1.4524847330356085e-06,0.5662274376547608,0.99996817051082332,-6.831629134940899e-07,-0.0079785941214323055,7.8497910407600227e-07,-0.07731693632233394,6.6455800132717889e-06,-0.011861561297126124,-1.6418179926761134e-05,-0.13604303568347414,3.0072067886875801e-05,-0.82539288254866039,1.4774291719427457,0.2144749169348294,-0.82544592592486576,1.4775133721823202,0.21388713032750617,6.6784461601399032,-11.176751704433254,4.3663207107312934,6.6760038065488931,-11.173246910552432,4.360674421985439,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0
faults,1,16,80,85,160000000,160000000,0,-1,0.01,1,1,0,0,none,0,0,1,1,-0.087196347584144115,1.5288085668541934e-06,0.56610968584919674,0.99996260470892495,-7.7613946874036883e-07,-0.0086480739030287326,9.5332405796920058e-07,-0.075273564360236023,8.4498996519950908e-06,-0.011719679603071454,-2.0685641631883573e-05,-0.13249437892253471,3.6469641558647989e-05,-0.7544301769096674,1.3569523728091206,0.26268488717462218,-0.75451265750359675,1.3570803605578656,0.26204981151213452,7.3954892991669121,-12.668127515635657,5.1431634395756411,7.3921680247410464,-12.663081831577692,5.1391689867971682,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0
faults,1,17,85,90,170000000,170000000,0,-1,0.01,1,1,0,0,none,0,0,1,1,-0.087938834551442413,1.6326297183566634e-06,0.56599292566714599,0.99995673875884905,-9.0091367877131507e-07,-0.0093016454775096662,1.169197831758513e-06,-0.073677810897104137,1.1991799292814426e-05,-0.011668722166424199,-2.8966201454036548e-05,-0.12973930862664734,4.8526072941242858e-05,-0.67518608504650723,1.2194363068127894,0.31966935396474599,-0.67530927018701248,1.2196282725413008,0.31900997436477718,8.309938332280085,-14.536397544733541,6.0978433139193289,8.305287944151436,-14.528944686498782,6.0966420620439363,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0
faults,1,18,90,95,180000000,180000000,0,-1,0.01,1,1,0,0,none,0,0,1,1,-0.088673312839961382,1.7920070024713045e-06,0.56587508254376173,0.99995051263910806,-1.0897505318326276e-06,-0.0099484807587532122,1.4801565609586429e-06,-0.073601092920594899,1.9310150925480839e-05,-0.01192324720712799,-4.6096672266378437e-05,-0.1296761810158896,7.3463716323221996e-05,-0.58497754986275208,1.0597934413476413,0.38780247720090177,-0.5851595458304587,1.0600825930271884,0.38715689525386271,9.5512274390870502,-17.022685883990469,7.3395228428750476,9.5443592992659738,-17.01114290688907,7.342934125216054,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0
faults,1,19,95,100,190000000,190000000,0,-1,0.01,1,1,0,0,none,0,0,1,1,-0.089427053340362064,2.075473025785932e-06,0.56575051642818053,0.9999436830476065,-1.4221711729465637e-06,-0.010612762465324936,2.0050770150178197e-06,-0.077307882827596472,3.6487535426580925e-05,-0.01297397895658556,-8.6496917301998134e-05,-0.13632761032601717,0.00013239185511141631,-0.47908826829540718,0.86912770132273298,0.47119296158193852,-0.47936186995381058,0.86957485957320491,0.47062533822018549,11.389447457137983,-20.633918647972568,9.0995207486055776,11.378358680084697,-20.614532743302313,9.1108478360655702,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0
